minimum_population_2025_threshold,n_countries_with_meaningful_population_in_both_zones,n_countries_highland_growth_exceeds_lowland_growth,share_countries_highland_growth_exceeds_lowland_growth_percent,unweighted_mean_highland_minus_lowland_difference_pp,median_highland_minus_lowland_difference_pp,highland_population_weighted_mean_difference_pp,included_iso3
100000,48,17,35.41666666666667,-0.6982056482996786,-0.07560164031490846,-0.7541782080587898,AFG; AGO; ARG; BOL; BTN; CHE; CHL; CHN; CMR; COD; COL; CRI; ECU; ERI; ETH; GTM; HND; IDN; IND; IRN; KEN; LKA; MAR; MDG; MEX; MMR; MWI; NAM; NGA; NPL; PAK; PER; PHL; PNG; RUS; SAU; SDN; SOM; TJK; TUR; TZA; USA; VEN; VNM; YEM; ZAF; ZMB; ZWE
