table_name,scenario,excluded_iso3,excluded_country,population_below_500m_2015,population_below_500m_2025,population_1500_3500m_2015,population_1500_3500m_2025,population_above_3500m_2025,growth_below_500m_2015_2025_percent,growth_1500_3500m_2015_2025_percent,youth_share_below_500m_2025_percent,youth_share_1500_3500m_2025_percent,highland_minus_lowland_growth_difference_pp,highland_minus_lowland_youth_share_difference_pp
country_exclusion_sensitivity,full_sample,,,5728291873.086486,6242357720.072887,444120534.3873905,521971028.4384403,12096753.226757538,8.974155967883938,17.529136354488763,23.23059786099843,30.712457594682043,8.554980386604825,7.4818597336836135
country_exclusion_sensitivity,exclude_ETH,ETH,Ethiopia,5724678448.77719,6237566033.244096,362787398.96935993,415419335.9916424,11918743.80817867,8.959238305803186,14.507653014356112,23.21915906096316,28.649141154068925,5.548414708552926,5.429982093105764
country_exclusion_sensitivity,exclude_MEX,MEX,Mexico,5692045128.6954565,6202815784.758238,379827931.60016185,451831950.778947,12095666.515932491,8.973411919870765,18.957010053326595,23.223650250997682,31.775648953556924,9.98359813345583,8.551998702559242
country_exclusion_sensitivity,exclude_KEN,KEN,Kenya,5721553693.47258,6234116520.35316,418827121.11677766,491064898.1404748,12096478.778726958,8.958455243814909,17.247635929373292,23.206606043328968,30.47489646031946,8.289180685558383,7.268290416990492
country_exclusion_sensitivity,exclude_YEM,YEM,Yemen,5720669490.967297,6232074995.698171,429151674.47748303,501894075.0727852,12096703.372960342,8.939609350590215,16.95027770400063,23.20365674771486,30.24213608531398,8.010668353410415,7.038479337599121
country_exclusion_sensitivity,exclude_AFG,AFG,Afghanistan,5723977569.979774,6236672904.362656,428866014.1392801,502551239.3966808,12063283.935743967,8.956976649800058,17.18140930455506,23.21283010384937,30.248198149581597,8.224432654755002,7.035368045732227
