removed_iso3,removed_country_name,removed_region,removed_highland_population_2025,removed_highland_absolute_growth_2015_2025,remaining_highland_population_2015,remaining_highland_population_2025,remaining_highland_absolute_change_2015_2025,remaining_highland_growth_percent,remaining_lowland_population_2015,remaining_lowland_population_2025,remaining_lowland_absolute_change_2015_2025,remaining_lowland_growth_percent,remaining_highland_minus_lowland_growth_difference_pp,contrast_reverses_highland_not_greater_than_lowland
XQO,Lapthal-Bara Hoti,Asia,122.09915325551486,3.4478800231012485,444120415.73611724,521970906.339287,77850490.60316974,17.529140261236297,5728291873.086485,6242357720.072886,514065846.98640156,8.974155967883942,8.554984293352355,False
LIE,Liechtenstein,Europe,599.7273848364343,40.113552967392366,444119974.7735586,521970428.7110554,77850453.93749678,17.529149409951675,5728267010.241794,6242331055.185489,514064044.94369507,8.974163460337651,8.554985949614023,False
BES,Bonaire,North America,0.0,0.0,444120534.3873905,521971028.43844026,77850494.05104977,17.52913635448875,5728290421.835908,6242355744.396305,514065322.56039715,8.974149086450126,8.554987268038623,False
XQZ,Akrotiri,Asia,0.0,0.0,444120534.3873905,521971028.43844026,77850494.05104977,17.52913635448875,5728279277.455617,6242343528.915449,514064251.4598322,8.974147847207773,8.554988507280976,False
XXD,Dhekelia,Asia,0.0,0.0,444120534.3873905,521971028.43844026,77850494.05104977,17.52913635448875,5728278955.675789,6242343169.586897,514064213.911108,8.97414769582327,8.55498865866548,False
QX4,No Man's Land,Unassigned,0.0,0.0,444120534.3873905,521971028.43844026,77850494.05104977,17.52913635448875,5728285873.478852,6242350604.860675,514064731.3818226,8.974145891738209,8.55499046275054,False
TKL,Tokelau,Oceania,0.0,0.0,444120534.3873905,521971028.43844026,77850494.05104977,17.52913635448875,5728290159.086507,6242355160.072914,514065000.9864073,8.974143884296277,8.554992470192472,False
QX2,Germany-Luxembourg Condominium,Europe,0.0,0.0,444120534.3873905,521971028.43844026,77850494.05104977,17.52913635448875,5728265546.212311,6242328178.684247,514062632.4719362,8.974141096022493,8.554995258466256,False
BLM,Saint Barthelemy,North America,0.0,0.0,444120534.3873905,521971028.43844026,77850494.05104977,17.52913635448875,5728282359.086496,6242346382.07287,514064022.9863739,8.974139030890107,8.554997323598641,False
AND,Andorra,Europe,14024.849411918498,1994.4216594508762,444108503.959638,521957003.58902836,77848499.62939036,17.529162115856597,5728291873.086485,6242357720.072886,514065846.98640156,8.974155967883942,8.555006147972655,False
FRO,Faroe Islands,Europe,0.0,0.0,444120534.3873905,521971028.43844026,77850494.05104977,17.52913635448875,5728243286.269266,6242302009.302056,514058723.0327902,8.97410772103554,8.555028633453208,False
GEO,Georgia,Asia,94398.05110634655,392.9215329763101,444026529.25781715,521876630.3873339,77850101.12951678,17.532758968172896,5725898219.63994,6239953683.090019,514055463.45007896,8.977726179044868,8.555032789128028,False
VGB,"Virgin Islands, British",North America,0.0,0.0,444120534.3873905,521971028.43844026,77850494.05104977,17.52913635448875,5728258406.086584,6242318105.072927,514059698.9863434,8.974101071280709,8.55503528320804,False
SXM,Sint Maarten,North America,0.0,0.0,444120534.3873905,521971028.43844026,77850494.05104977,17.52913635448875,5728254965.447204,6242314267.188569,514059301.74136543,8.974099526682519,8.55503682780623,False
GIB,Gibraltar,Europe,0.0,0.0,444120534.3873905,521971028.43844026,77850494.05104977,17.52913635448875,5728258862.086436,6242317981.072808,514059118.986372,8.974090231654323,8.555046122834426,False
BES,Sint Eustatius,North America,0.0,0.0,444120534.3873905,521971028.43844026,77850494.05104977,17.52913635448875,5728268794.214669,6242328776.537633,514059982.3229637,8.974089743172396,8.555046611316353,False
CUW,Curacao,North America,0.0,0.0,444120534.3873905,521971028.43844026,77850494.05104977,17.52913635448875,5728125965.086742,6242172217.073076,514046251.98633385,8.974073809121435,8.555062545367313,False
SUR,Suriname,South America,0.0,0.0,444120534.3873905,521971028.43844026,77850494.05104977,17.52913635448875,5727713783.513342,6241721100.812787,514007317.29944515,8.974039847782974,8.555096506705775,False
BRN,Brunei,Asia,0.0,0.0,444120534.3873905,521971028.43844026,77850494.05104977,17.52913635448875,5727872472.847375,6241893261.78884,514020788.9414654,8.974026418677251,8.555109935811497,False
TCA,Turks and Caicos Islands,North America,0.0,0.0,444120534.3873905,521971028.43844026,77850494.05104977,17.52913635448875,5728256207.086518,6242311021.072889,514054813.98637104,8.974019237310397,8.555117117178352,False
CYM,Cayman Islands,North America,0.0,0.0,444120534.3873905,521971028.43844026,77850494.05104977,17.52913635448875,5728230962.086518,6242282561.072853,514051598.9863348,8.974002661357261,8.555133693131488,False
GUY,Guyana,South America,11.168233802600298,0.5724172821755928,444120523.791574,521971017.27020645,77850493.47863245,17.529136643810617,5727541819.771991,6241531309.468027,513989489.69603634,8.973998023405054,8.555138620405563,False
SWZ,Eswatini,Africa,7918.592676407425,749.2679425089973,444113365.0626566,521963109.84576386,77849744.78310728,17.52925061647808,5727876170.567938,6241901732.387695,514025561.81975746,8.9741039525439,8.555146663934181,False
SWE,Sweden,Europe,0.9452288303491878,0.07297388895313195,444120533.5151355,521971027.49321145,77850493.97807592,17.52913637248497,5718569173.44609,6231752056.858619,513182883.412529,8.973973521129547,8.555162851355423,False
MNE,Montenegro,Europe,4190.63910336563,-452.00555683254333,444115891.7427303,521966837.7993369,77850946.05660659,17.529421374928976,5727931385.758976,6241965637.834853,514034252.0758772,8.974169162603637,8.555252212325339,False
SYC,Seychelles,Africa,0.0,0.0,444120534.3873905,521971028.43844026,77850494.05104977,17.52913635448875,5728186067.074106,6242226246.361211,514040179.2871046,8.973873635876332,8.555262718612417,False
XQR,Congo River Islands,Africa,0.0,0.0,444120534.3873905,521971028.43844026,77850494.05104977,17.52913635448875,5728226936.008568,6242270217.512341,514043281.50377274,8.973863767030823,8.555272587457926,False
STP,Sao Tome and Principe,Africa,0.0,0.0,444120534.3873905,521971028.43844026,77850494.05104977,17.52913635448875,5728095988.038081,6242123019.792219,514027031.754138,8.97378523033788,8.555351124150869,False
GUF,French Guiana,South America,0.0,0.0,444120534.3873905,521971028.43844026,77850494.05104977,17.52913635448875,5728028140.898964,6242046782.534778,514018641.6358137,8.97374504789257,8.555391306596178,False
XQN,Abyei,Africa,0.0,0.0,444120534.3873905,521971028.43844026,77850494.05104977,17.52913635448875,5728210650.742678,6242239551.027844,514028900.28516674,8.973638220139854,8.555498134348895,False
KIR,Kiribati,Oceania,0.0,0.0,444120534.3873905,521971028.43844026,77850494.05104977,17.52913635448875,5728265528.591468,6242294033.500637,514028504.9091692,8.97354534882332,8.555591005665429,False
BLZ,Belize,North America,0.0,0.0,444120534.3873905,521971028.43844026,77850494.05104977,17.52913635448875,5727939557.6725,6241937991.909307,513998434.23680687,8.973531041337765,8.555605313150984,False
ISL,Iceland,Europe,4.448150009187543,0.9296020025350344,444120530.8688425,521971023.9902902,77850493.12144774,17.52913628405045,5727964239.589539,6241963606.761216,513999367.1716776,8.973508661578347,8.555627622472102,False
CYP,Cyprus,Asia,54.91044895731035,6.359482925985127,444120485.83642447,521970973.5279913,77850487.69156682,17.529136838835264,5727132372.530768,6241050673.325351,513918300.79458237,8.973396586038511,8.555740252796753,False
VUT,Vanuatu,Oceania,0.0,0.0,444120534.3873905,521971028.43844026,77850494.05104977,17.52913635448875,5728030061.63311,6242027823.48699,513997761.8538799,8.973377519379408,8.55575883510934,False
MAC,Macau,Asia,0.0,0.0,444120534.3873905,521971028.43844026,77850494.05104977,17.52913635448875,5727675741.260173,6241636096.3626175,513960355.10244465,8.973279534664542,8.555856819824207,False
DJI,Djibouti,Africa,3202.56479449973,568.4773145107501,444117900.2999105,521967825.8736458,77849925.5737353,17.529112319310627,5727462681.3819275,6241391638.024603,513928956.6426754,8.973065129054218,8.55604719025641,False
LUX,Luxembourg,Europe,0.0,0.0,444120534.3873905,521971028.43844026,77850494.05104977,17.52913635448875,5727736818.105759,6241690248.696644,513953430.59088516,8.97306295509675,8.556073399391998,False
MLT,Malta,Europe,0.0,0.0,444120534.3873905,521971028.43844026,77850494.05104977,17.52913635448875,5727852753.033328,6241815518.116566,513962765.08323765,8.973044302004023,8.556092052484725,False
SSD,South Sudan,Africa,48038.7003428543,872.2689743274677,444073367.95602196,521922989.7380974,77849621.78207546,17.530801754764354,5719920972.222783,6233262167.5655985,513341195.3428154,8.974620415836428,8.556181338927926,False
MYT,Mayotte,Africa,0.0,0.0,444120534.3873905,521971028.43844026,77850494.05104977,17.52913635448875,5728051344.086547,6242025961.072781,513974616.9862337,8.972940117180414,8.556196237308335,False
MDV,Maldives,Asia,0.0,0.0,444120534.3873905,521971028.43844026,77850494.05104977,17.52913635448875,5727871336.3016405,6241828961.148169,513957624.84652805,8.97292544944592,8.556210905042828,False
TLS,Timor-Leste,Asia,34137.73909307562,5070.074766809226,444091466.72306424,521936890.6993472,77845423.97628295,17.529142037045133,5727505487.874463,6241428878.280113,513923390.40565014,8.97290088143368,8.556241155611453,False
ZWE,Zimbabwe,Africa,1143476.0749735616,169590.72124955687,443146649.0336665,520827552.3634667,77680903.32980019,17.529389762777754,5727535737.325156,6241470712.513202,513934975.1880455,8.973055756576748,8.556334006201006,False
COM,Comoros,Africa,10.111688895609404,1.7533488881563244,444120526.02905047,521971018.32675135,77850492.29770088,17.529136289595538,5727663328.52209,6241592986.989292,513929658.4672022,8.972763044712888,8.55637324488265,False
AUT,Austria,Europe,52640.26769252576,-1583.4658133813646,444066310.6538846,521918388.17074776,77852077.51686317,17.531633373003803,5722199545.769342,6235774692.698724,513575146.9293814,8.9751352224179,8.556498150585902,False
CHE,Switzerland,Europe,113842.03033477294,8937.57230413289,444015629.92935985,521857186.4081055,77841556.47874564,17.53126494468894,5723395834.92964,6237043290.420163,513647455.49052334,8.974522648874903,8.556742295814036,False
XWB,West Bank,Asia,0.0,0.0,444120534.3873905,521971028.43844026,77850494.05104977,17.52913635448875,5727279576.707047,6241146085.650077,513866508.9430294,8.972261648146777,8.556874706341972,False
SLB,Solomon Islands,Oceania,0.0,0.0,444120534.3873905,521971028.43844026,77850494.05104977,17.52913635448875,5727670477.560994,6241537145.1650915,513866667.60409737,8.971652081195085,8.557484273293664,False
JOR,Jordan,Asia,17046.752237667264,3191.1967696954707,444106678.83192253,521953981.6862026,77847302.85428005,17.528964675566677,5727250540.92193,6241050011.612468,513799470.69053745,8.971136621654233,8.557828053912443,False
BHR,Bahrain,Asia,0.0,0.0,444120534.3873905,521971028.43844026,77850494.05104977,17.52913635448875,5726949719.085599,6240731427.0724325,513781707.9868336,8.97129769228823,8.557838662200519,False
DOM,Dominican Republic,North America,7936.478196181178,459.7231466896965,444113057.632341,521963091.96024406,77850034.32790303,17.52932794701821,5718416642.2586,6231431477.560847,513014835.30224705,8.9712741724888,8.55805377452941,False
IRL,Ireland,Europe,0.0,0.0,444120534.3873905,521971028.43844026,77850494.05104977,17.52913635448875,5723615057.798924,6237076201.5667095,513461143.7677851,8.970923770775771,8.558212583712978,False
CAF,Central African Republic,Africa,0.0,0.0,444120534.3873905,521971028.43844026,77850494.05104977,17.52913635448875,5725817051.227806,6239435405.713495,513618354.48568916,8.97021944449923,8.558916909989518,False
NIC,Nicaragua,North America,2387.9959236942227,273.9667450599545,444118420.3582119,521968640.44251657,77850220.08430469,17.529158106415213,5723678469.591722,6237098443.641059,513419974.0493374,8.970105095472988,8.559053010942225,False
GNQ,Equatorial Guinea,Africa,331.17603954504557,123.59314048614942,444120326.80449146,521970697.26240075,77850370.45790929,17.529116718897715,5727317468.989265,6241050547.600828,513733078.6115627,8.969872569369276,8.559244149528439,False
PAN,Panama,North America,14087.100632209751,1853.3554515233664,444108300.6422098,521956941.3378081,77848640.69559824,17.529201904811053,5724546430.914935,6238022090.758159,513475659.8432236,8.969717794063843,8.55948411074721,False
NZL,New Zealand,Oceania,203.32535066302694,26.612400686024614,444120357.6744405,521970825.1130896,77850467.43864912,17.529137337072235,5723745673.032014,6237145279.210846,513399606.17883205,8.969643927363236,8.559493409708999,False
CRI,Costa Rica,North America,256107.3292085823,16667.919273840846,443881094.97745574,521714921.1092317,77833826.13177598,17.534836921975483,5726713147.528372,6240663550.753269,513950403.2248974,8.974614058444965,8.560222863530518,False
PRY,Paraguay,South America,0.0,0.0,444120534.3873905,521971028.43844026,77850494.05104977,17.52913635448875,5722317437.224894,6235545500.318543,513228063.09364986,8.96888487442154,8.560251480067208,False
GNB,Guinea-Bissau,Africa,0.0,0.0,444120534.3873905,521971028.43844026,77850494.05104977,17.52913635448875,5726528656.36217,6240133050.34867,513604393.9864998,8.968860976813337,8.560275377675412,False
LBY,Libya,Africa,0.0,0.0,444120534.3873905,521971028.43844026,77850494.05104977,17.52913635448875,5722432310.383326,6235653927.896229,513221617.5129032,8.96859219429586,8.560544160192888,False
MNG,Mongolia,Asia,688852.1081668761,81532.12966166053,443513214.4088853,521282176.3302734,77768961.92138809,17.5347564390023,5728291873.086485,6242357720.072886,514065846.98640156,8.974155967883942,8.56060047111836,False
GAB,Gabon,Africa,0.0,0.0,444120534.3873905,521971028.43844026,77850494.05104977,17.52913635448875,5726581456.023289,6240155311.562838,513573855.5395489,8.968245007662741,8.560891346826008,False
XGZ,Gaza Strip,Asia,0.0,0.0,444120534.3873905,521971028.43844026,77850494.05104977,17.52913635448875,5726534136.062369,6240089884.630185,513555748.5678158,8.968002920540393,8.561133433948356,False
LAO,Laos,Asia,7360.729625297551,682.4962432162893,444113856.1540084,521963667.708815,77849811.55480659,17.529246267833194,5723290189.136934,6236551084.1439,513260895.00696564,8.96793414356585,8.561312124267344,False
CHL,Chile,South America,252522.90235068154,23419.525446477084,443891431.0104863,521718505.5360896,77827074.5256033,17.532907618521868,5716848071.985196,6229729119.534735,512881047.5495386,8.971395445382875,8.561512173138993,False
GMB,The Gambia,Africa,0.0,0.0,444120534.3873905,521971028.43844026,77850494.05104977,17.52913635448875,5726096770.732676,6239566164.798913,513469394.06623745,8.967179819431118,8.56195653505763,False
HND,Honduras,North America,449195.4822124254,69531.94599155436,443740870.85116965,521521832.95622784,77780962.1050582,17.528464744719418,5724069588.993571,6237310016.543358,513240427.54978657,8.966355484857523,8.562109259861895,False
HTI,Haiti,North America,90306.90298106686,11293.953861375529,444041521.4382708,521880721.5354592,77839200.09718841,17.52971205149097,5719408509.427056,6232275110.505812,512866601.0787554,8.967126587188504,8.562585464302467,False
BTN,Bhutan,Asia,410193.80601780856,29576.123965961568,443739916.70533866,521560834.63242245,77820917.92708379,17.537506768578595,5728165615.541232,6242221717.340505,514056101.79927254,8.974183644491246,8.563323124087349,False
ERI,Eritrea,Africa,1645256.2982358912,215338.79270810657,442690616.8818627,520325772.14020437,77635155.25834167,17.537113346827393,5727745325.951874,6241723474.662765,513978148.71089077,8.97348117735096,8.563632169476433,False
QAT,Qatar,Asia,0.0,0.0,444120534.3873905,521971028.43844026,77850494.05104977,17.52913635448875,5725964960.867462,6239273323.26995,513308362.40248775,8.964573934883518,8.564562419605231,False
MDG,Madagascar,Africa,2156085.259807727,461223.1489539314,442425672.2765367,519814943.17863256,77389270.90209585,17.49203894608628,5715738781.579385,6225991748.984317,510252967.404932,8.92715687164307,8.564882074443208,False
LBR,Liberia,Africa,0.0,0.0,444120534.3873905,521971028.43844026,77850494.05104977,17.52913635448875,5723831425.6481,6236856347.730411,513024922.0823107,8.962963510481472,8.566172844007276,False
GTM,Guatemala,North America,7711747.516611457,1128861.6655753702,437537648.5363544,514259280.9218288,76721632.38547438,17.53486417503103,5724361675.251532,6237752868.833866,513391193.5823345,8.96853173694298,8.566332438088049,False
ISR,Israel,Asia,14.342301300478084,2.6160033118303545,444120522.6610925,521971014.09613895,77850491.43504643,17.52913622828774,5721050547.693486,6233773364.402007,512722816.7085209,8.962039619021223,8.567096609266518,False
KAZ,Kazakhstan,Asia,88015.32576392773,11638.822608455579,444044157.884235,521883013.1126763,77838855.2284413,17.529530306022934,5717207905.481362,6229564683.745951,512356778.26458836,8.96166077454289,8.567869531480044,False
CAN,Canada,North America,6120.649471171125,581.4445360196523,444114995.18245536,521964907.7889691,77849912.60651374,17.529224063810485,5697995962.044726,6208545236.865526,510549274.8207998,8.960155082973928,8.569068980836557,False
OMN,Oman,Asia,16817.30548217387,4383.652548903241,444108100.7344572,521954211.1329581,77846110.39850092,17.5286400472679,5724666651.916049,6237558637.690396,512891985.7743473,8.959333651378323,8.569306395889576,False
KHM,Cambodia,Asia,0.0,0.0,444120534.3873905,521971028.43844026,77850494.05104977,17.52913635448875,5712800573.802596,6224635239.287511,511834665.4849148,8.959435199472116,8.569701155016633,False
TKM,Turkmenistan,Asia,450.8522075354365,79.26740545322781,444120162.8025884,521970577.5862327,77850414.78364432,17.52913317251234,5722206780.300237,6234872048.468094,512665268.16785717,8.959223038440395,8.569910134071943,False
COG,Congo (Brazzaville),Africa,0.0,0.0,444120534.3873905,521971028.43844026,77850494.05104977,17.52913635448875,5723582704.950392,6236361431.286541,512778726.3361492,8.959051572586539,8.57008478190221,False
AUS,Australia,Oceania,1151.6421631509797,135.1623266069072,444119517.907554,521969876.7962771,77850358.88872313,17.52914604057733,5705703547.767566,6216843982.296386,511140434.52882004,8.95841205645552,8.57073398412181,False
KWT,Kuwait,Asia,0.0,0.0,444120534.3873905,521971028.43844026,77850494.05104977,17.52913635448875,5724549426.595677,6237374239.316956,512824812.7212782,8.958343696688965,8.570792657799783,False
VNM,Vietnam,Asia,204808.00236017507,18765.465895564907,443934491.85092586,521766220.4360801,77831728.58515424,17.532255324573946,5642377232.416704,6148004600.924844,505627368.5081396,8.96124714248453,8.571008182089416,False
MRT,Mauritania,Africa,0.0,0.0,444120534.3873905,521971028.43844026,77850494.05104977,17.52913635448875,5724381896.752866,6237110228.062246,512728331.30938053,8.956920424897294,8.572215929591454,False
ARM,Armenia,Asia,704995.5278953613,37877.341024718946,443453416.20051986,521266032.9105449,77812616.71002501,17.546965220545253,5728285503.423284,6242351553.876369,514066050.4530859,8.974169498812072,8.572795721733181,False
SLE,Sierra Leone,Africa,14.487388141973438,0.583161724640398,444120520.4831641,521971013.9510521,77850493.46788806,17.529136771972066,5721430873.481541,6233745419.316322,512314545.83478165,8.954308059708039,8.574828712264027,False
LSO,Lesotho,Africa,2315760.774908073,254435.09957726602,442059208.7120597,519655267.6635322,77596058.95147252,17.553318067402955,5728291873.086485,6242357720.072886,514065846.98640156,8.974155967883942,8.579162099519014,False
TGO,Togo,Africa,0.0,0.0,444120534.3873905,521971028.43844026,77850494.05104977,17.52913635448875,5721001181.450245,6233021960.656379,512020779.20613384,8.94984571697535,8.579290637513399,False
BOL,Bolivia,South America,3299058.728362091,413775.02341534756,441235250.68244374,518671969.7100782,77436719.02763444,17.549984709486758,5724302612.717895,6237796186.42637,513493573.7084751,8.97041278998122,8.579571919505538,False
MAR,Morocco,Africa,1129857.9115402144,109918.57377094135,443100595.0496212,520841170.52690005,77740575.47727883,17.54467864539269,5704412735.277069,6215734571.268409,511321835.9913397,8.96361921410836,8.581059431284329,False
GIN,Guinea,Africa,61.77377939259168,11.112603083020076,444120483.7262142,521970966.6646609,77850482.9384467,17.529135851891713,5719853754.194671,6231512894.384542,511659140.1898718,8.945318572431072,8.583817279460641,False
BGD,Bangladesh,Asia,0.0,0.0,444120534.3873905,521971028.43844026,77850494.05104977,17.52913635448875,5569532239.173161,6067648541.248365,498116302.07520485,8.943593118497757,8.585543235990992,False
ARE,United Arab Emirates,Asia,47.02336018352071,10.816564695094712,444120498.180595,521970981.4150801,77850483.23448509,17.529135348044296,5719834269.358187,6231145737.667508,511311468.3093214,8.93927068916098,8.589864658883316,False
MYS,Malaysia,Asia,13428.086022069512,1929.8337549985536,444109036.13512343,521957600.3524182,77848564.21729475,17.529155653930165,5697522472.585782,6206806530.572303,509284057.98652077,8.938693273032158,8.590462380898007,False
SYR,Syria,Asia,73882.42710503555,13975.063831625164,444060627.0241171,521897146.01133525,77836518.98721814,17.52835406931739,5716411686.441438,6227174252.583444,510762566.1420059,8.93502067658049,8.593333392736902,False
DZA,Algeria,Africa,42975.091164471254,7197.051083885992,444084756.3473099,521928053.3472758,77843296.9999659,17.528927955159578,5706165812.040686,6216030787.97513,509864975.9344444,8.935334035659618,8.593593919499959,False
CMR,Cameroon,Africa,1392144.0101753706,228359.29817768908,442956749.6753928,520578884.4282649,77622134.75287211,17.523637422785654,5718269824.832761,6228901777.702541,510631952.86978054,8.929833122813765,8.59380429997189,False
PHL,Philippines,Asia,188577.6293651193,18902.516719266627,443950859.27474463,521782450.8090751,77831591.53433049,17.531578080844174,5628268707.894911,6131113997.128764,502845289.23385334,8.934280066061877,8.597298014782297,False
BEN,Benin,Africa,0.0,0.0,444120534.3873905,521971028.43844026,77850494.05104977,17.52913635448875,5717150711.729871,6227789204.4653,510638492.7354288,8.93169549803458,8.597440856454169,False
UZB,Uzbekistan,Asia,56416.84039542789,10627.979707071077,444074745.52670217,521914611.5980448,77839866.07134265,17.528550509896572,5706473746.5650015,6216085389.697317,509611643.13231564,8.930412471258196,8.598138038638377,False
SOM,Somalia,Africa,320033.465792082,92492.71574886239,443892993.6373473,521650994.9726482,77758001.33530092,17.517285122735647,5717695381.147275,6227286456.772771,509591075.6254959,8.912525793272406,8.60475932946324,False
SEN,Senegal,Africa,0.0,0.0,444120534.3873905,521971028.43844026,77850494.05104977,17.52913635448875,5713930909.167397,6223657768.467135,509726859.2997389,8.92077393658954,8.608362417899208,False
IDN,Indonesia,Asia,2504829.450478463,210862.05434857635,441826566.9912606,519466198.9879618,77639631.99670124,17.5724227099809,5502590355.011659,5995600910.5834055,493010555.5717468,8.959608543687462,8.612814166293436,False
BFA,Burkina Faso,Africa,0.0,0.0,444120534.3873905,521971028.43844026,77850494.05104977,17.52913635448875,5709904856.316653,6218694724.748665,508789868.4320116,8.910654051777351,8.618482302711397,False
USA,United States,North America,8366529.55851055,516471.5841724342,436270476.4130524,513604498.8799297,77334022.46687734,17.72616453506219,5432934316.745573,5927569455.676539,494635138.9309664,9.104382826907834,8.621781708154355,False
GHA,Ghana,Africa,0.0,0.0,444120534.3873905,521971028.43844026,77850494.05104977,17.52913635448875,5700005209.6111145,6207711040.598028,507705830.9869137,8.907111701070745,8.622024653418004,False
TUR,Turkey,Asia,3967042.801037252,388261.7763392795,440541753.36269253,518003985.637403,77462232.27471048,17.583403090271172,5682005983.936491,6191057018.475969,509051034.5394783,8.959002084450605,8.624401005820568,False
ECU,Ecuador,South America,6897770.511115897,781702.4889438022,438004466.3652184,515073257.92732435,77068791.56210595,17.595435088062363,5719326195.600139,6232245974.468975,512919778.8688364,8.96818543526026,8.627249652802103,False
PER,Peru,South America,7277444.236381404,871375.8699612077,437714466.0209703,514693584.20205885,76979118.18108857,17.58660591706389,5709919645.128772,6221476573.645226,511556928.51645374,8.959091551364851,8.627514365699037,False
NPL,Nepal,Asia,3472154.5441044946,223922.7381787342,440872302.5814647,518498873.89433575,77626571.31287104,17.6074956077621,5713189340.0403805,6226219789.794156,513030449.7537756,8.979755775959449,8.627739831802652,False
TCD,Chad,Africa,1848.8102655946338,610.9991410240066,444119296.57626593,521969179.62817466,77849883.05190873,17.52904763473614,5716216250.240248,6225005796.867976,508789546.62772846,8.900809982588473,8.628237652147668,False
SAU,Saudi Arabia,Asia,2344715.1531383083,125882.49302023649,441901701.72727245,519626313.285302,77724611.55802953,17.58866536476899,5714880264.454157,6226811537.9947815,511931273.5406246,8.95786525440915,8.63080011035984,False
MOZ,Mozambique,Africa,46609.5891820865,11497.792768676016,444085422.5909771,521924418.8492582,77838996.25828111,17.527933208015785,5708996678.716427,6216451699.547515,507455020.83108807,8.88869006918359,8.639243138832194,False
MLI,Mali,Africa,0.0,0.0,444120534.3873905,521971028.43844026,77850494.05104977,17.52913635448875,5710091432.069031,6217657978.666174,507566546.5971432,8.88893904126555,8.640197313223199,False
CIV,Cote d'Ivoire,Africa,0.0,0.0,444120534.3873905,521971028.43844026,77850494.05104977,17.52913635448875,5703729033.353543,6210447463.806661,506718430.4531174,8.883984977021061,8.645151377467688,False
ZAF,South Africa,Africa,13756307.539837282,1775551.9052131008,432139778.7527663,508214720.89860296,76074942.14583665,17.604244248331575,5711497446.419714,6223078095.847266,511580649.4275522,8.957031920731044,8.647212327600531,False
IRQ,Iraq,Asia,18194.28863452191,3283.905707252099,444105624.0044632,521952834.1498057,77847210.14534253,17.528985434456054,5694548317.188399,6200004296.386228,505455979.1978283,8.876138212264566,8.652847222191488,False
SDN,Sudan,Africa,147612.864205264,36082.17903705145,444009003.7022223,521823415.574235,77814411.87201273,17.525413048650588,5703267389.450842,6209218933.127694,505951543.6768522,8.871257634048426,8.654155414602162,False
NER,Niger,Africa,5710.888664393383,909.2977597907293,444115732.7964859,521965317.5497759,77849584.75329,17.529121128650544,5709308953.138068,6215707093.724796,506398140.5867281,8.86969236983385,8.659428758816695,False
EGY,Egypt,Africa,2714.421737294942,467.4529818367387,444118287.418635,521968314.01670295,77850026.59806794,17.529119787108634,5629731912.05696,6124883212.36323,495151300.30626965,8.79529093109789,8.733828856010744,False
COL,Colombia,South America,22092817.895883508,2661103.65686661,424688820.1483736,499878210.54255676,75189390.39418316,17.70458435141152,5711324536.200193,6223071526.735117,511746990.53492355,8.960215573310677,8.744368778100842,False
PAK,Pakistan,Asia,13243946.948534925,1922875.214909494,432799462.6537651,508727081.48990536,75927618.83614028,17.543371789461197,5550458109.927198,6033703015.651053,483244905.723855,8.706396772179106,8.836975017282091,False
IRN,Iran,Asia,24288631.539928496,2618391.132750999,422450293.980213,497682396.89851177,75232102.91829878,17.8085100165234,5711325020.153594,6223328387.132264,512003366.9786701,8.96470372762818,8.84380628889522,False
NGA,Nigeria,Africa,212425.40963877164,41867.15041267921,443949976.1281644,521758603.0288015,77808626.90063709,17.526440158693564,5566765456.72994,6040708008.762401,473942552.0324602,8.51378696868731,9.012653190006255,False
IND,India,Asia,13560865.460426722,915172.8531358931,431474841.7800997,508410162.9780135,76935321.19791383,17.830778007938587,4613294422.734188,5008651637.178682,395357214.44449425,8.569954098229344,9.260823909709243,False
CHN,China,Asia,66806109.5053782,1198079.0360878557,378512503.9181001,455164918.9330621,76652415.01496196,20.250959802254638,4602947135.449909,5096587764.756981,493640629.3070717,10.724447072295593,9.526512729959045,False
MEX,Mexico,North America,70139077.6594933,5846474.872264683,379827931.6001619,451831950.778947,72004019.17878509,18.957010053326577,5692045128.695456,6202815784.758237,510770656.06278133,8.973411919870767,9.98359813345581,False
