leave_one_unit,n_units_tested,min_highland_growth_percent,min_highland_growth_removed_unit,max_highland_growth_percent,max_highland_growth_removed_unit,min_lowland_growth_percent,min_lowland_growth_removed_unit,max_lowland_growth_percent,max_lowland_growth_removed_unit,min_highland_minus_lowland_difference_pp,min_difference_removed_unit,max_highland_minus_lowland_difference_pp,max_difference_removed_unit,contrast_ever_reverses
country,263,14.507653014356094,Ethiopia,20.250959802254638,China,8.51378696868731,Nigeria,10.724447072295593,China,5.548414708552908,Ethiopia,9.98359813345581,Mexico,False
