elevation_m,broad_age_group,population_count
4623,working_age_15_64,313.0646863805
4623,young_0_14,109.5835202859
4624,old_age_65_plus,50.8171879698
4624,working_age_15_64,476.1997339499
4624,young_0_14,181.7578731396
4625,old_age_65_plus,25.0822340574
4625,working_age_15_64,212.7232387081
4625,young_0_14,86.2963717719
4626,old_age_65_plus,96.4676761432
4626,working_age_15_64,886.4967387149
4626,young_0_14,334.6800916740
4627,old_age_65_plus,84.2124224170
4627,working_age_15_64,744.1239773112
4627,young_0_14,313.7962098591
4628,old_age_65_plus,25.1669403069
4628,working_age_15_64,225.7597775935
4628,young_0_14,88.5123104941
4629,old_age_65_plus,32.7758817193
4629,working_age_15_64,258.3519927493
4629,young_0_14,85.9761567038
4630,old_age_65_plus,145.6192553139
4630,working_age_15_64,1974.2721863059
4630,young_0_14,639.0492682940
4631,old_age_65_plus,169.7791967538
4631,working_age_15_64,1853.6466981581
4631,young_0_14,805.2237495736
4632,old_age_65_plus,41.5002262496
4632,working_age_15_64,339.6133913034
4632,young_0_14,112.0811743522
4633,old_age_65_plus,52.7330784442
4633,working_age_15_64,568.2076217043
4633,young_0_14,214.6232601181
4634,old_age_65_plus,25.2266345803
4634,working_age_15_64,295.4603849756
4634,young_0_14,85.6324725715
4635,old_age_65_plus,40.4342453712
4635,working_age_15_64,379.3439176404
4635,young_0_14,136.2155748915
4636,old_age_65_plus,27.7447470687
4636,working_age_15_64,241.0176398583
4636,young_0_14,82.0141894494
4637,old_age_65_plus,63.9005595293
4637,working_age_15_64,744.5438654559
4637,young_0_14,293.8588940064
4638,old_age_65_plus,23.0586839546
4638,working_age_15_64,210.8289218302
4638,young_0_14,69.5102239864
4639,old_age_65_plus,32.3438608960
4639,working_age_15_64,219.3913471685
4639,young_0_14,92.8653677982
4640,old_age_65_plus,28.7262732603
4640,working_age_15_64,291.3695535856
4640,young_0_14,99.5736634597
4641,old_age_65_plus,86.5961610377
4641,working_age_15_64,878.3436472748
4641,young_0_14,311.3107928226
4642,old_age_65_plus,45.7691172337
4642,working_age_15_64,387.7278732158
4642,young_0_14,146.4477373419
4643,old_age_65_plus,32.3390210156
4643,working_age_15_64,218.6099009666
4643,young_0_14,87.5347284440
4644,old_age_65_plus,31.1037474943
4644,working_age_15_64,324.1375693506
4644,young_0_14,124.1012475435
4645,old_age_65_plus,38.9770840145
4645,working_age_15_64,297.8737876852
4645,young_0_14,105.3796108331
4646,old_age_65_plus,42.6749844454
4646,working_age_15_64,454.9684228296
4646,young_0_14,192.3254784782
4647,old_age_65_plus,101.5742835564
4647,working_age_15_64,1007.0810382816
4647,young_0_14,345.9364345850
4648,old_age_65_plus,70.2658309743
4648,working_age_15_64,676.8096432149
4648,young_0_14,226.8714961228
4649,old_age_65_plus,55.1764729501
4649,working_age_15_64,561.5461431993
4649,young_0_14,190.0480204201
4650,old_age_65_plus,42.9341719653
4650,working_age_15_64,409.5956554165
4650,young_0_14,158.8407620867
4651,old_age_65_plus,16.9917399454
4651,working_age_15_64,132.9488406387
4651,young_0_14,45.1463461894
4652,old_age_65_plus,108.4612819461
4652,working_age_15_64,1196.4055050136
4652,young_0_14,469.5691143286
4653,old_age_65_plus,23.3253254101
4653,working_age_15_64,218.2103457622
4653,young_0_14,93.0275156450
4654,old_age_65_plus,58.1218404172
4654,working_age_15_64,452.5519849858
4654,young_0_14,197.3199651529
4655,old_age_65_plus,320.9552139848
4655,working_age_15_64,3545.5534597120
4655,young_0_14,1575.2793992282
4656,old_age_65_plus,86.2691087114
4656,working_age_15_64,870.5264804463
4656,young_0_14,343.4362398050
4657,old_age_65_plus,81.9859211439
4657,working_age_15_64,834.7045418413
4657,young_0_14,356.0811177902
4658,old_age_65_plus,69.1444906962
4658,working_age_15_64,698.1911330765
4658,young_0_14,255.7135451349
4659,old_age_65_plus,32.2212553291
4659,working_age_15_64,258.5754039038
4659,young_0_14,85.8064579262
4660,old_age_65_plus,88.2678834495
4660,working_age_15_64,797.1268401057
4660,young_0_14,251.2630896600
4661,old_age_65_plus,83.9802688371
4661,working_age_15_64,808.5725637314
4661,young_0_14,431.2991897658
4662,old_age_65_plus,90.9116797456
4662,working_age_15_64,943.6619141704
4662,young_0_14,363.4496631523
4663,old_age_65_plus,212.1795900074
4663,working_age_15_64,2147.0829392692
4663,young_0_14,799.8141862477
4664,old_age_65_plus,125.2437609418
4664,working_age_15_64,1813.2061462664
4664,young_0_14,542.1972927388
4665,old_age_65_plus,32.4579821132
4665,working_age_15_64,292.2517452556
4665,young_0_14,113.6955570569
4666,old_age_65_plus,24.0123162198
4666,working_age_15_64,225.7658631947
4666,young_0_14,86.7768795541
4667,old_age_65_plus,31.2512774385
4667,working_age_15_64,275.0473809311
4667,young_0_14,105.8110817291
4668,old_age_65_plus,736.9660421850
4668,working_age_15_64,7797.1130173160
4668,young_0_14,2865.4350303640
4669,old_age_65_plus,120.7274598244
4669,working_age_15_64,1252.0687550334
4669,young_0_14,451.1769218809
4670,old_age_65_plus,41.0309957099
4670,working_age_15_64,600.2725147820
4670,young_0_14,200.5008545983
4671,old_age_65_plus,45.7465073249
4671,working_age_15_64,397.4549902302
4671,young_0_14,149.5020748437
4672,old_age_65_plus,108.8075900689
4672,working_age_15_64,1123.1188547117
4672,young_0_14,524.9552216036
4673,old_age_65_plus,159.0374259428
4673,working_age_15_64,1677.5800844838
4673,young_0_14,620.0421762531
4674,old_age_65_plus,89.3189873122
4674,working_age_15_64,898.1128139760
4674,young_0_14,391.2374936108
4675,old_age_65_plus,23.9314730680
4675,working_age_15_64,213.0522901258
4675,young_0_14,71.3776190933
4676,old_age_65_plus,34.8569008784
4676,working_age_15_64,302.6902878369
4676,young_0_14,91.4726242225
4677,old_age_65_plus,29.8011096967
4677,working_age_15_64,276.6119255303
4677,young_0_14,120.0821724743
4678,old_age_65_plus,26.7651751204
4678,working_age_15_64,299.2893595647
4678,young_0_14,114.4309226956
4679,old_age_65_plus,37.4594405448
4679,working_age_15_64,335.2380750474
4679,young_0_14,117.5763274348
4680,old_age_65_plus,50.0740113434
4680,working_age_15_64,459.2447472658
4680,young_0_14,178.2635574957
4681,old_age_65_plus,134.2278689930
4681,working_age_15_64,1572.8658612105
4681,young_0_14,601.0795676796
4682,old_age_65_plus,40.7827933289
4682,working_age_15_64,372.9053662447
4682,young_0_14,147.1795780219
4683,old_age_65_plus,201.9820960327
4683,working_age_15_64,2176.6388752046
4683,young_0_14,763.9831228975
4684,old_age_65_plus,115.3153211831
4684,working_age_15_64,1186.0952247945
4684,young_0_14,438.8030852497
4685,old_age_65_plus,180.7106745198
4685,working_age_15_64,2134.4012280775
4685,young_0_14,811.1629608917
4686,old_age_65_plus,76.4235254273
4686,working_age_15_64,673.0079498613
4686,young_0_14,257.2901421466
4687,old_age_65_plus,174.8708708290
4687,working_age_15_64,2784.6163976256
4687,young_0_14,747.5276393768
4688,old_age_65_plus,573.7924463714
4688,working_age_15_64,6899.4838348987
4688,young_0_14,2679.3437874798
4689,old_age_65_plus,36.6251191748
4689,working_age_15_64,336.8102838536
4689,young_0_14,134.9107883994
4690,old_age_65_plus,25.1540059238
4690,working_age_15_64,236.7303569394
4690,young_0_14,83.7517446376
4691,old_age_65_plus,52.2012157774
4691,working_age_15_64,541.7647227806
4691,young_0_14,205.8811935275
4692,old_age_65_plus,451.5442533399
4692,working_age_15_64,5398.1590433241
4692,young_0_14,2108.8774244143
4693,old_age_65_plus,78.1455868783
4693,working_age_15_64,852.5558739549
4693,young_0_14,352.6890963997
4694,old_age_65_plus,36.8476206117
4694,working_age_15_64,312.9170725139
4694,young_0_14,115.6909824844
4695,old_age_65_plus,39.2467785574
4695,working_age_15_64,369.2545181568
4695,young_0_14,150.1549285244
4696,old_age_65_plus,59.7023456422
4696,working_age_15_64,772.3712600973
4696,young_0_14,199.6289737426
4697,old_age_65_plus,41.4040176526
4697,working_age_15_64,405.8882669991
4697,young_0_14,151.3965024318
4698,old_age_65_plus,35.4186846519
4698,working_age_15_64,313.4892892839
4698,young_0_14,121.1909883581
4699,old_age_65_plus,68.8302045082
4699,working_age_15_64,677.9624587726
4699,young_0_14,264.5382456833
4700,old_age_65_plus,30.2538305860
4700,working_age_15_64,250.0282661990
4700,young_0_14,102.8634985158
4701,old_age_65_plus,129.5931920254
4701,working_age_15_64,1481.6436661067
4701,young_0_14,563.4806198749
4702,old_age_65_plus,31.0698436241
4702,working_age_15_64,302.3435096904
4702,young_0_14,119.6430124849
4703,old_age_65_plus,16.9848174418
4703,working_age_15_64,102.7816437795
4703,young_0_14,39.9633582528
4704,old_age_65_plus,50.4138394390
4704,working_age_15_64,516.0872726914
4704,young_0_14,197.1970049162
4705,old_age_65_plus,161.9300028027
4705,working_age_15_64,1896.4722177721
4705,young_0_14,742.0238722607
4706,old_age_65_plus,79.3379219548
4706,working_age_15_64,884.8990070146
4706,young_0_14,345.0524784309
4707,old_age_65_plus,77.2951007207
4707,working_age_15_64,909.4135261737
4707,young_0_14,361.7344925017
4708,old_age_65_plus,38.9142710945
4708,working_age_15_64,386.2214702365
4708,young_0_14,149.9543902432
4709,old_age_65_plus,22.1744993098
4709,working_age_15_64,206.8698320074
4709,young_0_14,76.5015959247
4710,old_age_65_plus,36.1516924287
4710,working_age_15_64,371.7234397403
4710,young_0_14,141.4659647522
4711,old_age_65_plus,68.6916390315
4711,working_age_15_64,771.9472559102
4711,young_0_14,292.7681495959
4712,old_age_65_plus,671.4730919404
4712,working_age_15_64,8151.5243366791
4712,young_0_14,3169.1382254469
4713,old_age_65_plus,554.6061965047
4713,working_age_15_64,6705.5249046226
4713,young_0_14,2602.6789462536
4714,old_age_65_plus,118.4778107377
4714,working_age_15_64,1323.1331236901
4714,young_0_14,511.6582443463
4715,old_age_65_plus,43.5631746030
4715,working_age_15_64,373.9962293702
4715,young_0_14,134.3459596756
4716,old_age_65_plus,17.6605986649
4716,working_age_15_64,156.2496239296
4716,young_0_14,64.2874499718
4717,old_age_65_plus,22.6474567434
4717,working_age_15_64,190.4075798068
4717,young_0_14,74.4550386948
4718,old_age_65_plus,29.7171939845
4718,working_age_15_64,257.0043799759
4718,young_0_14,85.9330010883
4719,old_age_65_plus,76.2229834648
4719,working_age_15_64,846.1350250418
4719,young_0_14,245.4385399860
4720,old_age_65_plus,45.4951323635
4720,working_age_15_64,455.8948706907
4720,young_0_14,186.2553639789
4721,old_age_65_plus,37.7052444989
4721,working_age_15_64,323.2369272139
4721,young_0_14,133.3972319159
4722,old_age_65_plus,13.6207611412
4722,working_age_15_64,128.5228744049
4722,young_0_14,47.0762167123
4723,old_age_65_plus,54.4431915336
4723,working_age_15_64,586.6152471614
4723,young_0_14,229.4660451097
4724,old_age_65_plus,38.8528267976
4724,working_age_15_64,360.9021209724
4724,young_0_14,141.3708315447
4725,old_age_65_plus,36.8374226635
4725,working_age_15_64,318.4418154797
4725,young_0_14,120.5981477238
4726,old_age_65_plus,93.4437737731
4726,working_age_15_64,1029.5825782586
4726,young_0_14,425.2771597413
4727,old_age_65_plus,238.1902319763
4727,working_age_15_64,2643.7121785211
4727,young_0_14,916.4774123134
4728,old_age_65_plus,68.6970766172
4728,working_age_15_64,678.9719699540
4728,young_0_14,258.0759528741
4729,old_age_65_plus,160.6076480950
4729,working_age_15_64,1879.9336246835
4729,young_0_14,739.8102105217
4730,old_age_65_plus,25.2283021450
4730,working_age_15_64,157.1144134399
4730,young_0_14,64.0564026705
4731,old_age_65_plus,54.9334153896
4731,working_age_15_64,590.7712362488
4731,young_0_14,238.6578295777
4732,old_age_65_plus,24.3110240274
4732,working_age_15_64,253.6483303962
4732,young_0_14,95.6899373995
4733,old_age_65_plus,17.1343894940
4733,working_age_15_64,170.6530468669
4733,young_0_14,61.8780341329
4734,old_age_65_plus,109.1152796525
4734,working_age_15_64,1173.5523115980
4734,young_0_14,585.8556620216
4735,old_age_65_plus,18.4384433995
4735,working_age_15_64,127.8746053806
4735,young_0_14,52.0531605305
4736,old_age_65_plus,125.5667029399
4736,working_age_15_64,1334.3210265026
4736,young_0_14,591.6554092299
4737,old_age_65_plus,14.5414549194
4737,working_age_15_64,131.7180584611
4737,young_0_14,54.7700025800
4738,old_age_65_plus,14.1434140760
4738,working_age_15_64,133.6660936533
4738,young_0_14,44.3179027119
4739,old_age_65_plus,29.9471713186
4739,working_age_15_64,351.0355781124
4739,young_0_14,198.9846916642
4740,old_age_65_plus,40.4144678688
4740,working_age_15_64,361.7879728632
4740,young_0_14,137.6740435291
4741,old_age_65_plus,33.9135630803
4741,working_age_15_64,362.7666679794
4741,young_0_14,172.5495358538
4742,old_age_65_plus,25.6764831273
4742,working_age_15_64,227.1528900618
4742,young_0_14,82.4936832112
4743,old_age_65_plus,31.1423021066
4743,working_age_15_64,301.9528003308
4743,young_0_14,124.6958347625
4744,old_age_65_plus,42.8928571389
4744,working_age_15_64,559.3764440055
4744,young_0_14,274.5797998085
4745,old_age_65_plus,30.7949103144
4745,working_age_15_64,278.7832946410
4745,young_0_14,110.4992790940
4746,old_age_65_plus,10.3711770311
4746,working_age_15_64,94.1602184215
4746,young_0_14,40.7920813360
4747,old_age_65_plus,34.0071913012
4747,working_age_15_64,361.3935445468
4747,young_0_14,155.0654968815
4748,old_age_65_plus,16.7386659353
4748,working_age_15_64,158.2327643967
4748,young_0_14,64.7269505860
4749,old_age_65_plus,36.1854325881
4749,working_age_15_64,294.4189361737
4749,young_0_14,128.0019682597
4750,old_age_65_plus,17.3628853188
4750,working_age_15_64,127.0670434855
4750,young_0_14,54.0532348958
4751,old_age_65_plus,38.6782471456
4751,working_age_15_64,426.0954808944
4751,young_0_14,212.6177710880
4752,old_age_65_plus,13.7951471682
4752,working_age_15_64,146.6102768314
4752,young_0_14,53.5918820134
4753,old_age_65_plus,15.5000598274
4753,working_age_15_64,109.3378752856
4753,young_0_14,41.3515449005
4754,old_age_65_plus,22.4594496970
4754,working_age_15_64,221.0432087849
4754,young_0_14,75.9866291823
4755,old_age_65_plus,18.8110521136
4755,working_age_15_64,177.3256517273
4755,young_0_14,75.4314559876
4756,old_age_65_plus,61.3836422449
4756,working_age_15_64,607.7224301538
4756,young_0_14,232.5370097191
4757,old_age_65_plus,256.8400105162
4757,working_age_15_64,3081.3372198953
4757,young_0_14,1190.6554018963
4758,old_age_65_plus,19.8806781217
4758,working_age_15_64,201.5948052059
4758,young_0_14,81.8478514527
4759,old_age_65_plus,75.8905539778
4759,working_age_15_64,792.7581098587
4759,young_0_14,411.1185611132
4760,old_age_65_plus,104.2388964701
4760,working_age_15_64,1152.3503240249
4760,young_0_14,495.9984288108
4761,old_age_65_plus,19.7371481711
4761,working_age_15_64,207.4951603299
4761,young_0_14,75.3492751065
4762,old_age_65_plus,46.9973040718
4762,working_age_15_64,417.9355379320
4762,young_0_14,154.4081154224
4763,old_age_65_plus,29.6725754936
4763,working_age_15_64,234.9891875157
4763,young_0_14,78.4271082719
4764,old_age_65_plus,92.0372315827
4764,working_age_15_64,1092.0160093612
4764,young_0_14,820.9602770243
4765,old_age_65_plus,23.4580963353
4765,working_age_15_64,242.2460193921
4765,young_0_14,90.6141832212
4766,old_age_65_plus,18.3552316952
4766,working_age_15_64,145.7072188272
4766,young_0_14,58.3663341892
4767,old_age_65_plus,70.7510333096
4767,working_age_15_64,714.9704932599
4767,young_0_14,321.7284499582
4768,old_age_65_plus,41.0231421655
4768,working_age_15_64,446.2884383365
4768,young_0_14,191.8455294367
4769,old_age_65_plus,27.3946782835
4769,working_age_15_64,345.6892894813
4769,young_0_14,142.7732238362
4770,old_age_65_plus,11.6751993230
4770,working_age_15_64,244.9287066071
4770,young_0_14,69.0196999417
4771,old_age_65_plus,48.2153176358
4771,working_age_15_64,591.0214994334
4771,young_0_14,295.0556694666
4772,old_age_65_plus,29.7743694872
4772,working_age_15_64,297.9725640748
4772,young_0_14,126.9396335164
4773,old_age_65_plus,122.4822707885
4773,working_age_15_64,1386.9995033334
4773,young_0_14,528.9692141262
4774,old_age_65_plus,11.2342365917
4774,working_age_15_64,93.6138376091
4774,young_0_14,32.5115678925
4775,old_age_65_plus,15.2436840372
4775,working_age_15_64,133.0042984182
4775,young_0_14,52.0222688137
4776,old_age_65_plus,27.3869783848
4776,working_age_15_64,336.3003731069
4776,young_0_14,140.3630791120
4777,old_age_65_plus,24.3718238854
4777,working_age_15_64,202.4146371133
4777,young_0_14,83.7980300260
4778,old_age_65_plus,14.0312871745
4778,working_age_15_64,135.0307111606
4778,young_0_14,50.2409577031
4779,old_age_65_plus,17.0523022298
4779,working_age_15_64,157.1236628787
4779,young_0_14,58.2198083977
4780,old_age_65_plus,35.0277617449
4780,working_age_15_64,353.6648836632
4780,young_0_14,178.7833485760
4781,old_age_65_plus,7.1300155301
4781,working_age_15_64,49.2707835607
4781,young_0_14,17.8047731665
4782,old_age_65_plus,20.0395296041
4782,working_age_15_64,186.9888378504
4782,young_0_14,73.7913305945
4783,old_age_65_plus,23.4459356835
4783,working_age_15_64,212.0732423127
4783,young_0_14,67.7042254452
4784,old_age_65_plus,24.6967498779
4784,working_age_15_64,232.2145197013
4784,young_0_14,82.7682613777
4785,old_age_65_plus,64.7139775589
4785,working_age_15_64,598.6683649304
4785,young_0_14,291.8384501856
4786,old_age_65_plus,22.2652214269
4786,working_age_15_64,237.2545506302
4786,young_0_14,96.2821168165
4787,old_age_65_plus,16.6372154246
4787,working_age_15_64,156.9836851816
4787,young_0_14,61.1827517019
4788,old_age_65_plus,7.4521891541
4788,working_age_15_64,91.8256467104
4788,young_0_14,34.8611389491
4789,old_age_65_plus,27.1424982009
4789,working_age_15_64,271.9330163804
4789,young_0_14,113.7527191974
4790,old_age_65_plus,115.1630241346
4790,working_age_15_64,1204.1096786970
4790,young_0_14,456.5332047626
4791,old_age_65_plus,17.5370385488
4791,working_age_15_64,123.4983598918
4791,young_0_14,40.2591468059
4792,old_age_65_plus,14.7909762745
4792,working_age_15_64,203.1033098516
4792,young_0_14,116.6262824113
4793,old_age_65_plus,11.7177346350
4793,working_age_15_64,102.9484488435
4793,young_0_14,40.7864527355
4794,old_age_65_plus,39.6643291993
4794,working_age_15_64,428.7806328577
4794,young_0_14,172.8491124294
4795,old_age_65_plus,26.1671933340
4795,working_age_15_64,255.8133921222
4795,young_0_14,106.5957367692
4796,old_age_65_plus,17.3740351045
4796,working_age_15_64,133.5498619729
4796,young_0_14,30.8501010961
4797,old_age_65_plus,33.0339077940
4797,working_age_15_64,419.9637151811
4797,young_0_14,145.6558302158
4798,old_age_65_plus,18.3490036365
4798,working_age_15_64,165.2071866961
4798,young_0_14,71.3618295282
4799,old_age_65_plus,11.2202474878
4799,working_age_15_64,113.1766073383
4799,young_0_14,48.8954428419
4800,old_age_65_plus,46.6576018766
4800,working_age_15_64,570.0147359229
4800,young_0_14,219.1675460067
4801,old_age_65_plus,35.5296395102
4801,working_age_15_64,312.1101640625
4801,young_0_14,117.3045918270
4802,old_age_65_plus,35.1691702714
4802,working_age_15_64,321.4661948181
4802,young_0_14,121.2745514820
4803,old_age_65_plus,16.4653500879
4803,working_age_15_64,148.2866948768
4803,young_0_14,53.4410250819
4804,old_age_65_plus,36.3171614723
4804,working_age_15_64,391.5783789350
4804,young_0_14,151.3430152509
4805,old_age_65_plus,29.6493792967
4805,working_age_15_64,375.9977381527
4805,young_0_14,207.6463795505
4806,old_age_65_plus,7.8100734544
4806,working_age_15_64,75.4594072701
4806,young_0_14,27.4855437424
4807,old_age_65_plus,29.9084687187
4807,working_age_15_64,332.1728748400
4807,young_0_14,136.3505718063
4808,old_age_65_plus,15.1693597023
4808,working_age_15_64,154.0674498185
4808,young_0_14,56.6021398963
4809,old_age_65_plus,14.8253860050
4809,working_age_15_64,127.8605082740
4809,young_0_14,43.7800255920
4810,old_age_65_plus,24.1629366820
4810,working_age_15_64,266.8704431640
4810,young_0_14,92.8371204462
4811,old_age_65_plus,31.8600564283
4811,working_age_15_64,340.3519829055
4811,young_0_14,130.9368576972
4812,old_age_65_plus,66.4311350637
4812,working_age_15_64,760.2561156645
4812,young_0_14,293.6598150681
4813,old_age_65_plus,11.9407323544
4813,working_age_15_64,116.1252435259
4813,young_0_14,45.4757976672
4814,old_age_65_plus,17.0142582708
4814,working_age_15_64,195.0352992388
4814,young_0_14,77.8719970052
4815,old_age_65_plus,164.9231900516
4815,working_age_15_64,1616.1091919847
4815,young_0_14,616.5837342616
4816,old_age_65_plus,23.0843480127
4816,working_age_15_64,241.2295219195
4816,young_0_14,85.8554637897
4817,old_age_65_plus,20.5575159552
4817,working_age_15_64,229.8062167050
4817,young_0_14,91.8132488966
4818,old_age_65_plus,69.9962262879
4818,working_age_15_64,632.7649062305
4818,young_0_14,235.2067624093
4819,old_age_65_plus,33.1123660923
4819,working_age_15_64,391.8958008956
4819,young_0_14,127.8765771399
4820,old_age_65_plus,15.8943786664
4820,working_age_15_64,161.5519713391
4820,young_0_14,65.6914197101
4821,old_age_65_plus,28.5722422389
4821,working_age_15_64,301.9991021837
4821,young_0_14,127.0890375543
4822,old_age_65_plus,9.4455561959
4822,working_age_15_64,109.7149745004
4822,young_0_14,44.9847045554
4823,old_age_65_plus,35.6247268202
4823,working_age_15_64,352.0630274355
4823,young_0_14,131.6272047186
4824,old_age_65_plus,5.6935348463
4824,working_age_15_64,55.6875653777
4824,young_0_14,19.2832141810
4825,old_age_65_plus,28.7478388619
4825,working_age_15_64,280.7329238182
4825,young_0_14,103.2935121187
4826,old_age_65_plus,55.2281868433
4826,working_age_15_64,616.6147547403
4826,young_0_14,262.4985241683
4827,old_age_65_plus,17.5651348359
4827,working_age_15_64,164.2591516812
4827,young_0_14,56.7668757514
4828,old_age_65_plus,36.6614243435
4828,working_age_15_64,374.5573795366
4828,young_0_14,135.5540861277
4829,old_age_65_plus,34.7431535455
4829,working_age_15_64,394.3878952914
4829,young_0_14,152.7367158955
4830,old_age_65_plus,88.7944743273
4830,working_age_15_64,1108.6423232016
4830,young_0_14,531.9762793122
4831,old_age_65_plus,15.0245559136
4831,working_age_15_64,169.2341487232
4831,young_0_14,70.3224114189
4832,old_age_65_plus,2.7471868384
4832,working_age_15_64,33.3688554182
4832,young_0_14,10.1772858510
4833,old_age_65_plus,29.8267144841
4833,working_age_15_64,275.3054510013
4833,young_0_14,107.5405857813
4834,old_age_65_plus,23.8104826633
4834,working_age_15_64,188.9618602608
4834,young_0_14,66.7159005346
4835,old_age_65_plus,19.1916023237
4835,working_age_15_64,198.8885244466
4835,young_0_14,77.9958403065
4836,old_age_65_plus,35.6064399097
4836,working_age_15_64,397.3647259904
4836,young_0_14,211.5850151008
4837,old_age_65_plus,28.1358077721
4837,working_age_15_64,157.8226936619
4837,young_0_14,47.4597663486
4838,old_age_65_plus,43.6429850054
4838,working_age_15_64,879.1588719144
4838,young_0_14,253.5847507948
4839,old_age_65_plus,12.6669475993
4839,working_age_15_64,108.4788419521
4839,young_0_14,42.0663469746
4840,old_age_65_plus,17.5820526907
4840,working_age_15_64,144.1548703530
4840,young_0_14,57.9454396807
4841,old_age_65_plus,76.0953343432
4841,working_age_15_64,591.8023883838
4841,young_0_14,185.4804859365
4842,old_age_65_plus,9.5651704619
4842,working_age_15_64,99.2489065808
4842,young_0_14,33.3779516413
4843,old_age_65_plus,11.3407059455
4843,working_age_15_64,111.8129277800
4843,young_0_14,43.0031441823
4844,old_age_65_plus,90.8886384686
4844,working_age_15_64,879.7300471532
4844,young_0_14,328.8471628010
4845,old_age_65_plus,11.9363905396
4845,working_age_15_64,180.8986726407
4845,young_0_14,109.0515938057
4846,old_age_65_plus,15.0210795464
4846,working_age_15_64,149.7672881107
4846,young_0_14,58.8484504609
4847,old_age_65_plus,141.2090597764
4847,working_age_15_64,1663.2321898701
4847,young_0_14,668.8172686684
4848,old_age_65_plus,37.1891283012
4848,working_age_15_64,410.0686970381
4848,young_0_14,170.3140448507
4849,old_age_65_plus,10.9701789038
4849,working_age_15_64,129.1063188672
4849,young_0_14,59.3092359459
4850,old_age_65_plus,8.0358893144
4850,working_age_15_64,74.3035146812
4850,young_0_14,30.7263525018
4851,old_age_65_plus,24.3241392934
4851,working_age_15_64,254.4154828180
4851,young_0_14,121.9021438309
4852,old_age_65_plus,21.4103706657
4852,working_age_15_64,259.6772028272
4852,young_0_14,95.5359507317
4853,old_age_65_plus,57.3558076847
4853,working_age_15_64,595.5489438713
4853,young_0_14,230.8096153986
4854,old_age_65_plus,28.4658180052
4854,working_age_15_64,298.9800021603
4854,young_0_14,102.7934138153
4855,old_age_65_plus,20.3727012706
4855,working_age_15_64,200.2630855682
4855,young_0_14,81.4725147634
4856,old_age_65_plus,5.7681100412
4856,working_age_15_64,47.7245304262
4856,young_0_14,18.7891092645
4857,old_age_65_plus,4.3810806440
4857,working_age_15_64,33.3052438359
4857,young_0_14,14.9962318361
4858,old_age_65_plus,10.0751960250
4858,working_age_15_64,102.8293184433
4858,young_0_14,48.7357279109
4859,old_age_65_plus,8.8356073409
4859,working_age_15_64,84.4019165251
4859,young_0_14,33.9452980380
4860,old_age_65_plus,13.6684283941
4860,working_age_15_64,98.8803946572
4860,young_0_14,35.6085174828
4861,old_age_65_plus,103.8096825125
4861,working_age_15_64,1022.6082622655
4861,young_0_14,387.4544728575
4862,old_age_65_plus,93.1662422504
4862,working_age_15_64,994.1306493933
4862,young_0_14,364.6335570314
4863,old_age_65_plus,70.2235634969
4863,working_age_15_64,838.1840358580
4863,young_0_14,322.9207409042
4864,old_age_65_plus,19.7356877538
4864,working_age_15_64,208.0504162116
4864,young_0_14,84.9130886286
4865,old_age_65_plus,13.0988689720
4865,working_age_15_64,111.1978137064
4865,young_0_14,44.5692939527
4866,old_age_65_plus,28.2619584788
4866,working_age_15_64,199.1587620935
4866,young_0_14,74.6630047913
4867,old_age_65_plus,5.9722606139
4867,working_age_15_64,52.0015323568
4867,young_0_14,22.2151222360
4868,old_age_65_plus,11.4684049881
4868,working_age_15_64,112.7069928113
4868,young_0_14,31.9806075364
4869,old_age_65_plus,51.4761485373
4869,working_age_15_64,669.2435291989
4869,young_0_14,344.9984263172
4870,old_age_65_plus,24.7855293802
4870,working_age_15_64,252.4452032962
4870,young_0_14,137.3920835180
4871,old_age_65_plus,11.2089789114
4871,working_age_15_64,107.5797328366
4871,young_0_14,42.6161287966
4872,old_age_65_plus,5.5529591715
4872,working_age_15_64,52.6909618319
4872,young_0_14,15.9932783309
4873,old_age_65_plus,16.5637753391
4873,working_age_15_64,168.0134596070
4873,young_0_14,69.1090939375
4874,old_age_65_plus,11.0144081763
4874,working_age_15_64,107.3650984359
4874,young_0_14,39.3236628931
4875,old_age_65_plus,14.5233242809
4875,working_age_15_64,142.3242626018
4875,young_0_14,53.3610498766
4876,old_age_65_plus,22.0470895206
4876,working_age_15_64,244.9443715140
4876,young_0_14,111.7520528569
4877,old_age_65_plus,44.2477000430
4877,working_age_15_64,445.4949702449
4877,young_0_14,224.1939333570
4878,old_age_65_plus,24.0872193421
4878,working_age_15_64,268.3578337056
4878,young_0_14,120.7105255320
4879,old_age_65_plus,25.6890418863
4879,working_age_15_64,314.1753797648
4879,young_0_14,166.9252967677
4880,old_age_65_plus,10.3707135859
4880,working_age_15_64,104.4709167235
4880,young_0_14,48.2555978806
4881,old_age_65_plus,18.1055393989
4881,working_age_15_64,196.4250484428
4881,young_0_14,77.3771974730
4882,old_age_65_plus,21.8722951955
4882,working_age_15_64,256.6110593744
4882,young_0_14,114.1870427222
4883,old_age_65_plus,6.0803169308
4883,working_age_15_64,95.6463237947
4883,young_0_14,60.9029733403
4884,old_age_65_plus,12.7583253449
4884,working_age_15_64,130.5003847354
4884,young_0_14,51.3061617293
4885,old_age_65_plus,14.9261791783
4885,working_age_15_64,161.9315636767
4885,young_0_14,62.8734844411
4886,old_age_65_plus,15.2639575471
