elevation_m,broad_age_group,population_count
1111,old_age_65_plus,115038.4599076414
1111,working_age_15_64,1010274.9394195552
1111,young_0_14,447535.8062703721
1112,old_age_65_plus,124800.7024877201
1112,working_age_15_64,1046502.5074100437
1112,young_0_14,442848.7900109382
1113,old_age_65_plus,120290.0351929496
1113,working_age_15_64,1052542.8438926300
1113,young_0_14,463651.9346961108
1114,old_age_65_plus,100968.2086906605
1114,working_age_15_64,906342.8610978413
1114,young_0_14,432590.6032226787
1115,old_age_65_plus,89053.7777013643
1115,working_age_15_64,834172.2594154981
1115,young_0_14,437080.8176544266
1116,old_age_65_plus,81885.3160627331
1116,working_age_15_64,752797.9565332544
1116,young_0_14,386446.5748106041
1117,old_age_65_plus,80277.4060887632
1117,working_age_15_64,746675.5641375113
1117,young_0_14,387707.7329609167
1118,old_age_65_plus,91269.1011717854
1118,working_age_15_64,880789.1760812431
1118,young_0_14,439654.8159803735
1119,old_age_65_plus,87066.9402307419
1119,working_age_15_64,772666.6194735388
1119,young_0_14,388115.8693909605
1120,old_age_65_plus,92360.2447075486
1120,working_age_15_64,820733.2266526936
1120,young_0_14,412669.3556734264
1121,old_age_65_plus,75127.7349943914
1121,working_age_15_64,711315.8548049346
1121,young_0_14,381155.6588371575
1122,old_age_65_plus,87042.9939505465
1122,working_age_15_64,797687.1836941477
1122,young_0_14,396969.6969146394
1123,old_age_65_plus,76428.7515884632
1123,working_age_15_64,714446.7994022375
1123,young_0_14,368067.4376615729
1124,old_age_65_plus,81828.1545128861
1124,working_age_15_64,775426.4290037856
1124,young_0_14,411096.3425263778
1125,old_age_65_plus,82533.5925040821
1125,working_age_15_64,785613.3171393538
1125,young_0_14,402088.1972924719
1126,old_age_65_plus,80286.0751654602
1126,working_age_15_64,723038.3862178514
1126,young_0_14,363404.9318463392
1127,old_age_65_plus,81167.7782667509
1127,working_age_15_64,752309.0517133912
1127,young_0_14,392663.5793753536
1128,old_age_65_plus,72097.0266908422
1128,working_age_15_64,667145.3712548882
1128,young_0_14,340850.0300052464
1129,old_age_65_plus,79215.4041662163
1129,working_age_15_64,725622.7719260073
1129,young_0_14,375521.9779625295
1130,old_age_65_plus,75824.2556122809
1130,working_age_15_64,684488.3053184273
1130,young_0_14,356008.6369385729
1131,old_age_65_plus,76780.9723845957
1131,working_age_15_64,704081.0062064361
1131,young_0_14,350524.6151089609
1132,old_age_65_plus,75985.2408425231
1132,working_age_15_64,686853.2192348388
1132,young_0_14,364290.1472053872
1133,old_age_65_plus,71628.8916628280
1133,working_age_15_64,651453.9863840294
1133,young_0_14,333891.9578247578
1134,old_age_65_plus,66353.3882080893
1134,working_age_15_64,590326.6276943885
1134,young_0_14,307812.5842816052
1135,old_age_65_plus,59733.8764728460
1135,working_age_15_64,580154.2464048285
1135,young_0_14,319765.9509099813
1136,old_age_65_plus,71442.4545145052
1136,working_age_15_64,681140.3316923819
1136,young_0_14,360107.0562099760
1137,old_age_65_plus,74717.8687550975
1137,working_age_15_64,657093.6755853434
1137,young_0_14,341551.0212659141
1138,old_age_65_plus,66141.8266676945
1138,working_age_15_64,654205.0738734796
1138,young_0_14,362559.1767813714
1139,old_age_65_plus,67377.7262923567
1139,working_age_15_64,675939.9762858320
1139,young_0_14,374933.5080511835
1140,old_age_65_plus,67054.0454021852
1140,working_age_15_64,653404.6725513162
1140,young_0_14,349521.2762290622
1141,old_age_65_plus,68127.0687734968
1141,working_age_15_64,663435.4088817026
1141,young_0_14,359815.4795200374
1142,old_age_65_plus,64869.1005082500
1142,working_age_15_64,666014.1441378576
1142,young_0_14,369364.2548900488
1143,old_age_65_plus,65948.0898125725
1143,working_age_15_64,662711.7968598455
1143,young_0_14,381279.4537914454
1144,old_age_65_plus,65370.5477333571
1144,working_age_15_64,675139.4515370597
1144,young_0_14,378411.7469253350
1145,old_age_65_plus,83485.1532842256
1145,working_age_15_64,781095.4933194623
1145,young_0_14,398611.9902261869
1146,old_age_65_plus,58966.8034725312
1146,working_age_15_64,606091.0180507300
1146,young_0_14,349682.0201625994
1147,old_age_65_plus,60152.9681977226
1147,working_age_15_64,638489.8447550492
1147,young_0_14,364428.1144502063
1148,old_age_65_plus,64979.4562732752
1148,working_age_15_64,679168.1085610368
1148,young_0_14,387286.2079762039
1149,old_age_65_plus,63103.9211342538
1149,working_age_15_64,670493.4873784410
1149,young_0_14,376013.2573067995
1150,old_age_65_plus,63045.1765430789
1150,working_age_15_64,690738.5209434688
1150,young_0_14,406551.9701580207
1151,old_age_65_plus,62489.8791399807
1151,working_age_15_64,633307.7349800465
1151,young_0_14,353041.1915618510
1152,old_age_65_plus,60223.4426683837
1152,working_age_15_64,605430.0166844354
1152,young_0_14,344118.3919805670
1153,old_age_65_plus,60946.8533261255
1153,working_age_15_64,662863.7116698602
1153,young_0_14,387016.4806859973
1154,old_age_65_plus,63853.5390514271
1154,working_age_15_64,653804.3854367619
1154,young_0_14,367964.0976473818
1155,old_age_65_plus,70402.3574402777
1155,working_age_15_64,700227.2855223201
1155,young_0_14,385078.1466054206
1156,old_age_65_plus,66320.1897486414
1156,working_age_15_64,653504.0802332832
1156,young_0_14,354717.2944442842
1157,old_age_65_plus,63858.9746377822
1157,working_age_15_64,650590.1257330895
1157,young_0_14,359660.4762118151
1158,old_age_65_plus,64791.6578431685
1158,working_age_15_64,658604.4968614681
1158,young_0_14,368831.5421522259
1159,old_age_65_plus,62689.0795215445
1159,working_age_15_64,682717.3899011689
1159,young_0_14,394464.5563094973
1160,old_age_65_plus,65108.5100014089
1160,working_age_15_64,683144.4659848677
1160,young_0_14,392819.1509176335
1161,old_age_65_plus,62713.6595658816
1161,working_age_15_64,693584.0031090899
1161,young_0_14,390745.8529075481
1162,old_age_65_plus,71238.4527225113
1162,working_age_15_64,715986.5810710962
1162,young_0_14,388721.4728219836
1163,old_age_65_plus,68477.7405790693
1163,working_age_15_64,715330.6648051463
1163,young_0_14,394382.8427227263
1164,old_age_65_plus,60030.7522296727
1164,working_age_15_64,667691.0992840778
1164,young_0_14,384167.4037100241
1165,old_age_65_plus,62872.3620866841
1165,working_age_15_64,680894.8493942149
1165,young_0_14,382637.3284622642
1166,old_age_65_plus,63402.0087997373
1166,working_age_15_64,659965.8392512200
1166,young_0_14,390489.1641607113
1167,old_age_65_plus,65874.0980054056
1167,working_age_15_64,686942.9944322072
1167,young_0_14,379339.0999394971
1168,old_age_65_plus,56543.7168272812
1168,working_age_15_64,645550.0143368602
1168,young_0_14,369576.0142825091
1169,old_age_65_plus,69485.3757580069
1169,working_age_15_64,719862.6131747566
1169,young_0_14,392217.7957626969
1170,old_age_65_plus,65505.3956211151
1170,working_age_15_64,723269.8359491619
1170,young_0_14,406439.5743013863
1171,old_age_65_plus,61113.6793791100
1171,working_age_15_64,704800.0772072971
1171,young_0_14,405817.4281378536
1172,old_age_65_plus,72547.4764220430
1172,working_age_15_64,726944.1875980262
1172,young_0_14,401608.6334829369
1173,old_age_65_plus,64735.2069491987
1173,working_age_15_64,694945.1907858480
1173,young_0_14,394835.0847825105
1174,old_age_65_plus,68714.3507884079
1174,working_age_15_64,734878.9800233693
1174,young_0_14,411663.2248214865
1175,old_age_65_plus,63174.3430417811
1175,working_age_15_64,648568.2653072390
1175,young_0_14,364991.9170955456
1176,old_age_65_plus,70733.9769151556
1176,working_age_15_64,718626.8562347083
1176,young_0_14,383945.9170499590
1177,old_age_65_plus,69478.8189250963
1177,working_age_15_64,737032.6249352776
1177,young_0_14,411199.5094651803
1178,old_age_65_plus,70914.9583919766
1178,working_age_15_64,745092.2653801708
1178,young_0_14,399419.7105998513
1179,old_age_65_plus,63382.7134305148
1179,working_age_15_64,707931.8602178487
1179,young_0_14,389324.5418034718
1180,old_age_65_plus,69750.4954150165
1180,working_age_15_64,726562.2185719879
1180,young_0_14,403988.5706168827
1181,old_age_65_plus,74299.6906828776
1181,working_age_15_64,794950.3798524850
1181,young_0_14,431163.8863668023
1182,old_age_65_plus,76557.6418044976
1182,working_age_15_64,801713.4543939079
1182,young_0_14,436400.6026341984
1183,old_age_65_plus,64638.1382101122
1183,working_age_15_64,725050.2182722770
1183,young_0_14,408260.4601491736
1184,old_age_65_plus,70857.5024246272
1184,working_age_15_64,776522.7095591024
1184,young_0_14,426777.1104915589
1185,old_age_65_plus,67230.6533110711
1185,working_age_15_64,714474.9129749587
1185,young_0_14,393433.2268233272
1186,old_age_65_plus,69424.1144155069
1186,working_age_15_64,785400.5405964587
1186,young_0_14,432453.1003046023
1187,old_age_65_plus,67678.7155702041
1187,working_age_15_64,703323.6637931233
1187,young_0_14,395961.8458278473
1188,old_age_65_plus,68867.5172077883
1188,working_age_15_64,744597.9389590642
1188,young_0_14,416558.7655076674
1189,old_age_65_plus,77978.1887290366
1189,working_age_15_64,766484.9386967808
1189,young_0_14,403647.8516421685
1190,old_age_65_plus,58674.5948362231
1190,working_age_15_64,651312.7802814516
1190,young_0_14,377127.5308895027
1191,old_age_65_plus,60668.0908196616
1191,working_age_15_64,642045.2553410496
1191,young_0_14,362709.5129225648
1192,old_age_65_plus,67374.8303751564
1192,working_age_15_64,691630.8143074840
1192,young_0_14,381400.4344719210
1193,old_age_65_plus,63958.5999659398
1193,working_age_15_64,654269.4132460149
1193,young_0_14,369818.6034993241
1194,old_age_65_plus,68141.5615663936
1194,working_age_15_64,666527.4992656703
1194,young_0_14,364725.0482844268
1195,old_age_65_plus,71583.1309793337
1195,working_age_15_64,727365.8072289826
1195,young_0_14,388604.6109645351
1196,old_age_65_plus,76840.1417007697
1196,working_age_15_64,776150.0540785065
1196,young_0_14,423429.1564574023
1197,old_age_65_plus,59070.9029826433
1197,working_age_15_64,647157.9628468240
1197,young_0_14,379997.6916352998
1198,old_age_65_plus,64662.4077790691
1198,working_age_15_64,704274.7756127754
1198,young_0_14,386270.0639921625
1199,old_age_65_plus,55618.7205214622
1199,working_age_15_64,648682.6825392193
1199,young_0_14,382835.3930993627
1200,old_age_65_plus,67987.4105469634
1200,working_age_15_64,710249.0670087927
1200,young_0_14,390522.5688110377
1201,old_age_65_plus,66475.6976891616
1201,working_age_15_64,711973.2293231267
1201,young_0_14,393401.7092968174
1202,old_age_65_plus,59983.7239744190
1202,working_age_15_64,646826.4840917974
1202,young_0_14,378049.1051032020
1203,old_age_65_plus,66631.5220156834
1203,working_age_15_64,685936.5384787165
1203,young_0_14,391305.0447605242
1204,old_age_65_plus,65381.0511212743
1204,working_age_15_64,704996.2886695520
1204,young_0_14,394026.9947954949
1205,old_age_65_plus,58673.1085893537
1205,working_age_15_64,629941.9080337520
1205,young_0_14,362397.7648804467
1206,old_age_65_plus,65997.5900150297
1206,working_age_15_64,705059.4750165348
1206,young_0_14,394563.7139553349
1207,old_age_65_plus,59950.5588769981
1207,working_age_15_64,605986.1622326282
1207,young_0_14,343691.4808825513
1208,old_age_65_plus,65175.3632344217
1208,working_age_15_64,683092.7081216108
1208,young_0_14,393037.3835610919
1209,old_age_65_plus,61108.6293933607
1209,working_age_15_64,704869.8334637231
1209,young_0_14,400977.6208351767
1210,old_age_65_plus,63815.4225458344
1210,working_age_15_64,687406.2492856210
1210,young_0_14,396476.3630777597
1211,old_age_65_plus,61062.2546612036
1211,working_age_15_64,642423.3923121388
1211,young_0_14,372764.5120573652
1212,old_age_65_plus,60752.2775257222
1212,working_age_15_64,642233.4651674272
1212,young_0_14,366243.9887328927
1213,old_age_65_plus,54982.5948474472
1213,working_age_15_64,587676.4202947603
1213,young_0_14,335044.0515641429
1214,old_age_65_plus,61857.7544815292
1214,working_age_15_64,630733.8010051923
1214,young_0_14,361542.1069732484
1215,old_age_65_plus,63224.8025682749
1215,working_age_15_64,664811.5362970727
1215,young_0_14,380710.5023340345
1216,old_age_65_plus,64646.9117220522
1216,working_age_15_64,675298.4125741416
1216,young_0_14,378200.6622803292
1217,old_age_65_plus,65170.3152240791
1217,working_age_15_64,698339.1487508550
1217,young_0_14,402881.4977078502
1218,old_age_65_plus,67698.1109817471
1218,working_age_15_64,694122.2544108260
1218,young_0_14,381015.3785535258
1219,old_age_65_plus,62086.2450046311
1219,working_age_15_64,640885.3761159003
1219,young_0_14,357407.9225636619
1220,old_age_65_plus,62631.1771604352
1220,working_age_15_64,687477.5047535374
1220,young_0_14,387280.3221702370
1221,old_age_65_plus,61355.9613424493
1221,working_age_15_64,664828.6203791432
1221,young_0_14,376156.4597657234
1222,old_age_65_plus,61288.0479992824
1222,working_age_15_64,676287.2234086411
1222,young_0_14,375878.3793751910
1223,old_age_65_plus,64979.0877947774
1223,working_age_15_64,657569.8988710678
1223,young_0_14,368679.8987617403
1224,old_age_65_plus,70539.3595989660
1224,working_age_15_64,682907.0235357988
1224,young_0_14,368196.1599210617
1225,old_age_65_plus,68151.6064511987
1225,working_age_15_64,681159.5212038503
1225,young_0_14,381864.1695341623
1226,old_age_65_plus,57963.8692546464
1226,working_age_15_64,601672.8596315492
1226,young_0_14,357431.1216534027
1227,old_age_65_plus,67328.2576542613
1227,working_age_15_64,639850.2049840541
1227,young_0_14,351376.6775898313
1228,old_age_65_plus,62920.9739140239
1228,working_age_15_64,650780.8356895300
1228,young_0_14,360312.0089249467
1229,old_age_65_plus,64050.6482140354
1229,working_age_15_64,675987.2263844475
1229,young_0_14,378249.0472409432
1230,old_age_65_plus,57935.4290527347
1230,working_age_15_64,621359.6522478210
1230,young_0_14,363130.0388997420
1231,old_age_65_plus,58799.9591316858
1231,working_age_15_64,599499.3123352164
1231,young_0_14,338973.1971125702
1232,old_age_65_plus,64509.4578311433
1232,working_age_15_64,687164.1666026423
1232,young_0_14,384903.4146459114
1233,old_age_65_plus,62587.2098203752
1233,working_age_15_64,629062.4589210605
1233,young_0_14,356309.3003524778
1234,old_age_65_plus,62090.6729529111
1234,working_age_15_64,632870.8825451836
1234,young_0_14,360407.3902635958
1235,old_age_65_plus,66958.8573446000
1235,working_age_15_64,655819.9836382857
1235,young_0_14,361751.9687133757
1236,old_age_65_plus,64434.0499640861
1236,working_age_15_64,655400.6184193130
1236,young_0_14,370581.8007246578
1237,old_age_65_plus,67862.6874350746
1237,working_age_15_64,687213.7857483979
1237,young_0_14,374956.2381441280
1238,old_age_65_plus,70036.6992900000
1238,working_age_15_64,727525.4170427579
1238,young_0_14,402293.7357746534
1239,old_age_65_plus,69448.4619944389
1239,working_age_15_64,693809.6827852001
1239,young_0_14,384737.5560048343
1240,old_age_65_plus,62063.6155659774
1240,working_age_15_64,630699.1089825934
1240,young_0_14,362146.3528190243
1241,old_age_65_plus,57685.8245978504
1241,working_age_15_64,563090.9932126852
1241,young_0_14,319783.2357834965
1242,old_age_65_plus,56517.5941943072
1242,working_age_15_64,559668.4749915781
1242,young_0_14,320162.0973355331
1243,old_age_65_plus,64155.9995845378
1243,working_age_15_64,639928.5246369723
1243,young_0_14,359708.7487213308
1244,old_age_65_plus,59275.9864359502
1244,working_age_15_64,628627.6746388379
1244,young_0_14,368716.1033071193
1245,old_age_65_plus,57919.4837605542
1245,working_age_15_64,589279.8251504160
1245,young_0_14,327868.3365637738
1246,old_age_65_plus,59016.3578865106
1246,working_age_15_64,589522.1609482659
1246,young_0_14,328555.2677775728
1247,old_age_65_plus,57853.5397875810
1247,working_age_15_64,575151.6644815631
1247,young_0_14,320130.0309912123
1248,old_age_65_plus,66354.6429922137
1248,working_age_15_64,632507.9517579704
1248,young_0_14,349144.3075789101
1249,old_age_65_plus,54491.4436316656
1249,working_age_15_64,637706.1193151860
1249,young_0_14,395896.4737835538
1250,old_age_65_plus,61212.8885231703
1250,working_age_15_64,640827.4329430077
1250,young_0_14,376552.0316924549
1251,old_age_65_plus,71461.1474835058
1251,working_age_15_64,759681.8371074640
1251,young_0_14,428182.5407103761
1252,old_age_65_plus,62740.8960745906
1252,working_age_15_64,639227.8575847714
1252,young_0_14,360737.9933605573
1253,old_age_65_plus,60667.1338552187
1253,working_age_15_64,664353.2366289158
1253,young_0_14,395702.9841200246
1254,old_age_65_plus,58115.6019571456
1254,working_age_15_64,634960.4867508364
1254,young_0_14,366119.3273881170
1255,old_age_65_plus,66421.7603786510
1255,working_age_15_64,667439.1137557912
1255,young_0_14,380986.3147745159
1256,old_age_65_plus,60969.6194135774
1256,working_age_15_64,612895.9703436126
1256,young_0_14,343561.1147109133
1257,old_age_65_plus,56508.4712493527
1257,working_age_15_64,602695.2315592073
1257,young_0_14,350917.9662294271
1258,old_age_65_plus,54727.8556121208
1258,working_age_15_64,604159.2623809268
1258,young_0_14,359532.0789384115
1259,old_age_65_plus,58868.4118885424
1259,working_age_15_64,633407.7091653520
1259,young_0_14,369032.2169069884
1260,old_age_65_plus,57106.0352250249
1260,working_age_15_64,613839.4442562036
1260,young_0_14,355863.0853398470
1261,old_age_65_plus,62703.5378445667
1261,working_age_15_64,659761.9995213251
1261,young_0_14,368433.7687813084
1262,old_age_65_plus,56773.7239766231
1262,working_age_15_64,586230.8470039859
1262,young_0_14,328262.4513623078
1263,old_age_65_plus,61054.0513762803
1263,working_age_15_64,610218.0006203037
1263,young_0_14,343998.1033776046
1264,old_age_65_plus,56858.2242002982
1264,working_age_15_64,626366.3055456172
1264,young_0_14,366963.1236099008
1265,old_age_65_plus,67187.6775275189
1265,working_age_15_64,706444.5322125173
1265,young_0_14,394620.9670709173
1266,old_age_65_plus,63045.2169726720
1266,working_age_15_64,672373.5241431886
1266,young_0_14,385220.2668350387
1267,old_age_65_plus,66315.6169734706
1267,working_age_15_64,685151.8854954004
1267,young_0_14,380122.9238740860
1268,old_age_65_plus,54732.6060852150
1268,working_age_15_64,582589.8258989386
1268,young_0_14,333660.2709806657
1269,old_age_65_plus,64364.2721041587
1269,working_age_15_64,635230.1696166749
1269,young_0_14,342386.2996207503
1270,old_age_65_plus,65613.2707978994
1270,working_age_15_64,671463.5262359780
1270,young_0_14,367991.6361978622
1271,old_age_65_plus,66377.3246391118
1271,working_age_15_64,693509.9990317317
1271,young_0_14,380387.6627246545
1272,old_age_65_plus,73014.4271918129
1272,working_age_15_64,705393.2947666574
1272,young_0_14,381661.4987481931
1273,old_age_65_plus,69878.4874307537
1273,working_age_15_64,668256.9517135065
1273,young_0_14,361101.5282558088
1274,old_age_65_plus,60904.2100471161
1274,working_age_15_64,634263.8262929493
1274,young_0_14,350985.3162350188
1275,old_age_65_plus,54107.5961964903
1275,working_age_15_64,584497.4032779359
1275,young_0_14,323014.6597315180
1276,old_age_65_plus,59299.8831180750
1276,working_age_15_64,634402.1985413685
1276,young_0_14,357981.1949907728
1277,old_age_65_plus,62532.8787966623
1277,working_age_15_64,606308.9402472714
1277,young_0_14,320311.1917107962
1278,old_age_65_plus,55775.5157835200
1278,working_age_15_64,616237.9627753780
1278,young_0_14,346344.3055468586
1279,old_age_65_plus,56462.0975520529
1279,working_age_15_64,587864.8536101821
1279,young_0_14,327516.4580718139
1280,old_age_65_plus,58342.5985042919
1280,working_age_15_64,573328.5700979455
1280,young_0_14,308782.9252752978
1281,old_age_65_plus,61047.8114902933
1281,working_age_15_64,625281.0093836167
1281,young_0_14,334514.8554748168
1282,old_age_65_plus,58796.8637172020
1282,working_age_15_64,602764.1728276580
1282,young_0_14,326587.0500416206
1283,old_age_65_plus,56568.9872455150
1283,working_age_15_64,562845.2261667701
1283,young_0_14,305402.0791309984
1284,old_age_65_plus,61217.4451667680
1284,working_age_15_64,593440.5493960653
1284,young_0_14,317686.5291802967
1285,old_age_65_plus,57655.4763945538
1285,working_age_15_64,570136.7062692678
1285,young_0_14,303440.2695554477
1286,old_age_65_plus,55467.0413267662
1286,working_age_15_64,546714.1566038007
1286,young_0_14,295999.2959731247
1287,old_age_65_plus,57664.8966846746
1287,working_age_15_64,627238.4658415543
1287,young_0_14,342202.9168103668
1288,old_age_65_plus,68609.5570977768
1288,working_age_15_64,674080.9107352872
1288,young_0_14,349096.8510671841
1289,old_age_65_plus,58610.4748714820
1289,working_age_15_64,599589.5263404265
1289,young_0_14,326174.7396458648
1290,old_age_65_plus,62639.7253730017
1290,working_age_15_64,613860.3378596096
1290,young_0_14,325524.5939599103
1291,old_age_65_plus,61796.8406861936
1291,working_age_15_64,626595.3928776081
1291,young_0_14,336812.6137492875
1292,old_age_65_plus,62959.5240195805
1292,working_age_15_64,640570.4963855126
1292,young_0_14,339324.2340723093
1293,old_age_65_plus,72122.9333186001
1293,working_age_15_64,679833.6104620456
1293,young_0_14,332755.3810553076
1294,old_age_65_plus,65760.0914593329
1294,working_age_15_64,662935.6086780501
1294,young_0_14,341585.6789097542
1295,old_age_65_plus,67101.4405869123
1295,working_age_15_64,655957.2715089502
1295,young_0_14,345813.3237261022
1296,old_age_65_plus,72971.7403421081
1296,working_age_15_64,698000.0067663885
1296,young_0_14,353204.2678414159
1297,old_age_65_plus,64486.3575697591
1297,working_age_15_64,650802.7322336230
1297,young_0_14,333826.7994980181
1298,old_age_65_plus,69018.0497139119
1298,working_age_15_64,667169.9585018451
1298,young_0_14,330587.9480630588
1299,old_age_65_plus,59830.8944829108
1299,working_age_15_64,600553.4736041182
1299,young_0_14,299033.7287026187
1300,old_age_65_plus,70027.6908063422
1300,working_age_15_64,643582.2599967860
1300,young_0_14,306955.4470406973
1301,old_age_65_plus,61180.2118386267
1301,working_age_15_64,608187.6395938052
1301,young_0_14,297107.2278194536
1302,old_age_65_plus,61978.3273135039
1302,working_age_15_64,620505.8411029712
1302,young_0_14,324359.2143563462
1303,old_age_65_plus,70882.3149023571
1303,working_age_15_64,662475.3196685148
1303,young_0_14,321669.1844130663
1304,old_age_65_plus,65782.8342630151
1304,working_age_15_64,617452.4815441759
1304,young_0_14,305635.8916825461
1305,old_age_65_plus,67146.3220697391
1305,working_age_15_64,656787.5255332452
1305,young_0_14,316551.1883414186
1306,old_age_65_plus,62783.7497233614
1306,working_age_15_64,598064.7815810234
1306,young_0_14,298878.3100058910
1307,old_age_65_plus,59390.6301409408
1307,working_age_15_64,598310.9260308779
1307,young_0_14,299436.2523240887
1308,old_age_65_plus,61600.1404991541
1308,working_age_15_64,597508.0758690641
1308,young_0_14,299826.4514308382
1309,old_age_65_plus,58218.7388443314
1309,working_age_15_64,544838.1138877346
1309,young_0_14,281866.6626912457
1310,old_age_65_plus,59274.4034165038
1310,working_age_15_64,583095.9934914429
1310,young_0_14,294619.6549038203
1311,old_age_65_plus,72713.1881453226
1311,working_age_15_64,676949.3390595319
1311,young_0_14,330463.7768366389
1312,old_age_65_plus,56843.0847447165
1312,working_age_15_64,565284.9358262563
1312,young_0_14,295384.3451909155
1313,old_age_65_plus,64340.9417111635
1313,working_age_15_64,612508.0337128087
1313,young_0_14,295708.4525875595
1314,old_age_65_plus,66904.4629555999
1314,working_age_15_64,644266.6022717445
1314,young_0_14,324756.7416894744
1315,old_age_65_plus,68265.4860155931
1315,working_age_15_64,629648.0163931996
1315,young_0_14,305613.7999712941
1316,old_age_65_plus,62024.0895198874
1316,working_age_15_64,589057.8193236454
1316,young_0_14,286419.0902894366
1317,old_age_65_plus,70739.0671516796
1317,working_age_15_64,652011.2971450025
1317,young_0_14,317704.3007688482
1318,old_age_65_plus,70035.8480607542
1318,working_age_15_64,669697.7210741111
1318,young_0_14,329785.2461132069
1319,old_age_65_plus,65763.5504268642
1319,working_age_15_64,607253.0041294274
1319,young_0_14,307763.1365664933
1320,old_age_65_plus,64293.6863368064
1320,working_age_15_64,590970.7364344492
1320,young_0_14,296070.1346236969
1321,old_age_65_plus,54459.6806684426
1321,working_age_15_64,533410.2585628952
1321,young_0_14,276066.9728885363
1322,old_age_65_plus,59161.2259093523
1322,working_age_15_64,589246.1685750344
1322,young_0_14,309118.6072765842
1323,old_age_65_plus,52444.0434647498
1323,working_age_15_64,522841.6760690020
1323,young_0_14,271999.8997298253
1324,old_age_65_plus,62340.8918744751
1324,working_age_15_64,580782.2215282195
1324,young_0_14,290433.8671851109
1325,old_age_65_plus,57857.6991513176
1325,working_age_15_64,523789.3472690874
1325,young_0_14,274276.2327540969
1326,old_age_65_plus,51093.6735904753
1326,working_age_15_64,496690.5893572493
1326,young_0_14,255421.0271427137
1327,old_age_65_plus,67557.6984402785
1327,working_age_15_64,608758.6858645554
1327,young_0_14,300529.3018113588
1328,old_age_65_plus,66929.4762845339
1328,working_age_15_64,606912.8220204178
1328,young_0_14,312516.6523483460
1329,old_age_65_plus,53510.1175317135
1329,working_age_15_64,505713.0892125561
1329,young_0_14,250590.3383426046
1330,old_age_65_plus,60264.6322752570
1330,working_age_15_64,577164.5386841965
1330,young_0_14,304997.6720114968
1331,old_age_65_plus,56719.4389271156
1331,working_age_15_64,544082.4844702547
1331,young_0_14,280421.3945068084
1332,old_age_65_plus,64154.9317682457
1332,working_age_15_64,610638.2913275392
1332,young_0_14,307288.7012668061
1333,old_age_65_plus,60028.2726085405
1333,working_age_15_64,574376.0246192134
1333,young_0_14,288531.1197874859
1334,old_age_65_plus,67507.4141847859
1334,working_age_15_64,603519.9578065228
1334,young_0_14,291299.2928395959
1335,old_age_65_plus,60821.0766200694
1335,working_age_15_64,574265.2304874969
1335,young_0_14,288081.0118963277
1336,old_age_65_plus,54198.2300774065
1336,working_age_15_64,518943.0923387258
1336,young_0_14,269158.3062310179
1337,old_age_65_plus,59803.8906229355
1337,working_age_15_64,570700.8515099433
1337,young_0_14,287472.7034582646
1338,old_age_65_plus,57996.7571701952
1338,working_age_15_64,556539.0717302236
1338,young_0_14,281730.4524176807
1339,old_age_65_plus,56072.1093395506
1339,working_age_15_64,560527.5215957907
1339,young_0_14,280833.3999294527
1340,old_age_65_plus,61543.5991224681
1340,working_age_15_64,559467.4624703303
1340,young_0_14,275652.1655361251
1341,old_age_65_plus,50755.0511271081
1341,working_age_15_64,465507.8520965375
1341,young_0_14,241445.2817545758
1342,old_age_65_plus,59296.4813845898
1342,working_age_15_64,542572.6076456681
1342,young_0_14,284480.8543363916
1343,old_age_65_plus,57266.3765280020
1343,working_age_15_64,550810.3917331868
1343,young_0_14,272887.2538452381
1344,old_age_65_plus,72024.0958459675
1344,working_age_15_64,650265.3431728007
1344,young_0_14,315862.1898748222
1345,old_age_65_plus,55697.3504256727
1345,working_age_15_64,490387.5141284011
1345,young_0_14,247514.2667288441
1346,old_age_65_plus,61329.6338162886
1346,working_age_15_64,538980.6803606412
1346,young_0_14,276467.7900514214
1347,old_age_65_plus,59716.0439421434
1347,working_age_15_64,537527.3718883259
1347,young_0_14,270563.3211508048
1348,old_age_65_plus,53859.7559357832
1348,working_age_15_64,487446.7251851012
1348,young_0_14,257167.4484189905
1349,old_age_65_plus,58835.8827688985
1349,working_age_15_64,530976.0674724820
1349,young_0_14,271248.4439539188
1350,old_age_65_plus,67579.8521992519
1350,working_age_15_64,584098.0486784965
1350,young_0_14,284978.0870747365
1351,old_age_65_plus,65340.3207147854
1351,working_age_15_64,596539.9034127189
1351,young_0_14,305550.4501316531
1352,old_age_65_plus,64511.7210706899
1352,working_age_15_64,566558.6506720877
1352,young_0_14,285618.2521949746
1353,old_age_65_plus,55647.1404680939
1353,working_age_15_64,517128.4494985071
1353,young_0_14,269777.4352192544
1354,old_age_65_plus,53871.4031263682
1354,working_age_15_64,506557.7798771348
1354,young_0_14,264133.1716549365
1355,old_age_65_plus,57387.3374669684
1355,working_age_15_64,546245.4289715948
1355,young_0_14,288392.5560642908
1356,old_age_65_plus,60484.5743047458
1356,working_age_15_64,524442.5970154784
1356,young_0_14,263739.5888499204
1357,old_age_65_plus,60917.1816728487
1357,working_age_15_64,541293.4341558160
1357,young_0_14,269459.9273879069
1358,old_age_65_plus,57448.4034558264
1358,working_age_15_64,531019.5591395146
1358,young_0_14,266617.2635335627
1359,old_age_65_plus,54360.8538373529
1359,working_age_15_64,495950.8162302650
1359,young_0_14,252560.7772534301
1360,old_age_65_plus,55373.2037528998
