iso3,country_id,country_name,region,worldpop_country_name,country_name_dos_short,country_name_dos_long,highland_population_total_2015,highland_population_total_2025,highland_absolute_change_2015_2025,highland_percent_change_2015_2025,lowland_population_total_2015,lowland_population_total_2025,lowland_absolute_change_2015_2025,lowland_percent_change_2015_2025,highland_minus_lowland_growth_difference_pp,highland_youth_share_2025_percent,lowland_youth_share_2025_percent,country_share_global_highland_2025_population_percent,country_share_global_highland_absolute_growth_percent
MNE,155,Montenegro,Europe,Montenegro,Montenegro,Montenegro,4642.6446601981734,4190.63910336563,-452.00555683254333,-9.7359498715813686,360487.3275088949,392082.23803355102,31594.910524656181,8.7644996408026561,-18.500449512384023,18.049195822536461,17.933897398853887,0.00080284898491440003,-0.00058060717833869995
JPN,121,Japan,Asia,Japan,Japan,Japan,3997.2396049963522,3856.5506679833056,-140.68893701304614,-3.5196523330048053,125225063.97332656,121370950.62187161,-3854113.3514549434,-3.0777491575295866,-0.44190317547521868,10.185033334796223,11.346169809964683,0.00073884381658509998,-0.00018071681975550001
DJI,64,Djibouti,Africa,Djibouti,Djibouti,Republic of Djibouti,2634.0874799889798,3202.5647944997299,568.47731451075015,21.581565488217137,829191.70455711952,966082.04828368605,136890.34372656653,16.508889678253738,5.0726758099633997,28.977766152537903,28.984338240513669,0.0006135522126737,0.00073021670760100004
XKS,281,Kosovo,Europe,Kosovo,Kosovo,Republic of Kosovo,3195.0382953119947,3019.7352370300168,-175.30305828197788,-5.4867279224538867,525136.01523562148,497006.79035335494,-28129.224882266542,-5.3565598371015053,-0.13016808535238139,18.279269002226673,20.118690894625299,0.00057852544921200004,-0.00022517912110740001
ROU,209,Romania,Europe,Romania,Romania,Romania,2957.9752816776113,2819.6803194317613,-138.29496224585,-4.675325149012612,17933635.772443492,17070077.297905359,-863558.47453813255,-4.8153006199950887,0.1399754709824767,13.816985683116879,15.664843886834118,0.00054019862517409997,-0.000177641727174
EGY,70,Egypt,Africa,Egypt,Egypt,Arab Republic of Egypt,2246.9687554582033,2714.421737294942,467.45298183673867,20.803715258667019,98559961.029524684,117474507.70965716,18914546.680132478,19.190903164487281,1.6128120941797377,34.128745555956996,31.781846653836293,0.00052003302662509995,0.00060044960219539996
THA,241,Thailand,Asia,Thailand,Thailand,Kingdom of Thailand,2558.1674618027837,2602.1729042083693,44.005442405585654,1.7201939694195891,69362838.086548358,70599758.033512279,1236919.9469639212,1.7832602890621905,-0.063066319642601107,17.524465450614315,14.503326198137531,0.00049852822521449997,5.6525578857250963e-05
REU,208,Reunion,Africa,Reunion,Reunion,,2546.2942576656287,2590.0692125564583,43.774954890829576,1.719163241210041,699948.02209343319,711796.24383988103,11848.221746447844,1.692728798777329,0.026434442432712001,20.811452365601131,20.762395813174297,0.00049620938164040001,5.6229514564319254e-05
NIC,172,Nicaragua,North America,Nicaragua,Nicaragua,Republic of Nicaragua,2114.0291786342682,2387.9959236942227,273.96674505995452,12.959459019243338,4613403.4947635327,5259276.4318276001,645872.93706406746,13.999923002554816,-1.0404639833114775,29.909411770152268,28.061417628430917,0.00045749587497950002,0.00035191394531199999
ALB,5,Albania,Europe,Albania,Albania,Republic of Albania,2381.7370964787142,1952.0244898144724,-429.71260666424223,-18.041983193676241,2473678.5931275436,2423331.3018010836,-50347.291326459963,-2.0353206542812994,-16.006662539394942,20.925408012468971,16.715573993403844,0.0003739718075262,-0.00055197158592520002
TCD,239,Chad,Africa,Chad,Chad,Republic of Chad,1237.8111245706273,1848.8102655946336,610.99914102400658,49.36125786039856,12075622.846237574,17351923.204910036,5276300.3586724624,43.693815431776336,5.6674424286222234,42.715848946470899,45.957769561408831,0.00035419787016249999,0.00078483656201760001
BIH,29,Bosnia and Herzegovina,Europe,Bosnia and Herzegovina,Bosnia and Herzegovina,Bosnia and Herzegovina,1708.5464261514503,1544.7825320494787,-163.76389410197157,-9.5849835623638526,2548147.0413112077,2254785.1670022877,-293361.87430892,-11.512752975117319,1.9277694127534664,12.239543279590668,12.960569219228111,0.00029595177660930001,-0.00021035691050919999
GRC,94,Greece,Europe,Greece,Greece,Hellenic Republic,1902.6174442735016,1536.3830139193001,-366.23443035420149,-19.248978897807021,10170177.483580198,9384969.2419529688,-785208.24162723124,-7.7206935955144722,-11.528285302292549,11.326504018783112,13.046780705837602,0.0002943425842073,-0.00047043302013469998
CPV,55,Cabo Verde,Africa,Cabo Verde,Cabo Verde,Republic of Cabo Verde,1486.6100689627958,1347.7902785800395,-138.81979038275631,-9.3380095615530525,463431.94017193199,481671.60882041632,18239.668648484338,3.9357815177170288,-13.27379107927008,27.801378771133159,25.054172397827283,0.00025821170240270002,-0.00017831587592969999
DEU,63,Germany,Europe,Germany,Germany,Federal Republic of Germany,1233.288181739596,1288.9217453065328,55.6335635669368,4.510994623208318,74188755.705357507,76639075.16262874,2450319.4572712332,3.3028178380599051,1.2081767851484129,12.101367619098232,13.888551917338321,0.00024693357965909998,7.1462055886832937e-05
AUS,14,Australia,Oceania,Australia,Australia,Commonwealth of Australia,1016.4798365440726,1151.6421631509795,135.16232660690719,13.297098648453792,22588325.31891958,25513737.776501138,2925412.4575815573,12.950993118251594,0.3461055302021982,7.6935513315495294,17.758021827517599,0.00022063334944010001,0.00017361781483139999
LIE,136,Liechtenstein,Europe,Liechtenstein,Liechtenstein,Principality of Liechtenstein,559.61383186904197,599.72738483643434,40.113552967392366,7.1680774639572409,24862.844691006987,26664.88739779665,1802.0427067896635,7.2479345351880484,-0.0798570712308075,12.904842824165794,14.347161194368097,0.0001148966804978,5.1526394862810012e-05
MKD,151,North Macedonia,Europe,North Macedonia,North Macedonia,Republic of North Macedonia,611.89984442053299,560.96662269496142,-50.93322172557157,-8.3237840620477943,1287784.9823494989,1176907.0292726324,-110877.95307686646,-8.609974071492525,0.28619000944473072,18.746535893857281,17.151092678218873,0.000107470834995,-6.5424403976386457e-05
TKM,244,Turkmenistan,Asia,Turkmenistan,Turkmenistan,Turkmenistan,371.58480208220868,450.85220753543649,79.267405453227809,21.332251752236857,6085092.7862479268,7485671.6047927346,1400578.8185448078,23.016556488835494,-1.6843047365986408,31.339138140302559,31.397199354069912,8.6374948602843516e-05,0.00010182004163159999
PRT,190,Portugal,Europe,Madeira Islands,Portugal,Portuguese Republic,437.54132628389345,439.02786322032028,1.4865369364268304,0.33974777858179012,9798893.648291152,9834041.2146613915,35147.566370241344,0.35868912993428392,-0.0189413513524937,8.858495986154022,12.937747337390396,8.4109622814458173e-05,1.9094765608706933e-06
SVK,230,Slovakia,Europe,Slovakia,Slovakia,Slovak Republic,373.2045892757597,378.37583333803428,5.1712440622745817,1.385632495117461,4671017.0500029251,4736620.6465024622,65603.596499537118,1.4044820602719923,-0.018849565154531199,11.836739087442188,15.36249870695767,7.2489815089930572e-05,6.6425321063262336e-06
GNQ,93,Equatorial Guinea,Africa,Equatorial Guinea,Equatorial Guinea,Republic of Equatorial Guinea,207.58289905889615,331.17603954504557,123.59314048614942,59.539172565020948,974404.09721917857,1307172.4720582678,332768.37483908923,34.150962192048098,25.38821037297285,37.196317909676189,37.196311824124557,6.3447207124849746e-05,0.00015875704064899999
SRB,225,Serbia,Europe,Serbia,Serbia,Republic of Serbia,452.13782246540637,299.79677879589173,-152.3410436695147,-33.693497004703801,6755779.7013240103,6305864.8217580672,-449914.87956594303,-6.6597032386619697,-27.033793766041832,10.931894949451651,14.185417323667224,5.7435520835855911e-05,-0.0001956841064741
SVN,231,Slovenia,Europe,Slovenia,Slovenia,Republic of Slovenia,217.87770064504741,224.37190109697761,6.4942004519301975,2.9806632035786618,1817538.398315256,1869683.4765675312,52145.078252275009,2.8689945863377755,0.1116686172408862,12.694338359497536,14.540066906726183,4.2985508557481055e-05,8.3418872687842878e-06
NZL,178,New Zealand,Oceania,New Zealand,New Zealand,New Zealand,176.71294997700232,203.32535066302697,26.612400686024618,15.059677680378256,4546200.0544705894,5212440.8620409751,666240.80757038575,14.654894188284247,0.4047834920940101,15.103786042187378,18.003713448617059,3.8953378556527784e-05,3.4183984328440786e-05
NOR,175,Norway,Europe,Norway,Norway,Kingdom of Norway,142.51535964248441,153.26660825267766,10.751248610193244,7.5439227302684735,5086890.6097496999,5518180.0025535589,431289.39280385897,8.4784483467609011,-0.9345256164924276,16.040438588155652,16.079160250703396,2.9363048886295321e-05,1.3810122519123891e-05
XQO,287,Lapthal-Bara Hoti,Asia,Kauirik,,,118.65127323241362,122.09915325551486,3.4478800231012485,2.9058938258062819,0,0,0,0,2.9058938258062819,19.740352184431593,0,2.3391940663985507e-05,4.4288479670280934e-06
POL,187,Poland,Europe,Poland,Poland,Republic of Poland,68.526347575416054,68.601346911503853,0.074999336087799406,0.1094459849990685,37684503.32400126,37783446.175072461,98942.851071201265,0.26255580502286879,-0.15310982002380019,16.013456592098773,14.622733666887358,1.3142749917890221e-05,9.6337649493424124e-08
GIN,89,Guinea,Africa,Guinea,Guinea,Republic of Guinea,50.661176309571601,61.773779392591678,11.112603083020076,21.935146185937519,8438118.8918139804,10844825.688344439,2406706.7965304609,28.52184032231715,-6.5866941363796307,40.413096645129777,40.291598585650576,1.1834714194272009e-05,1.4274287168599178e-05
CYP,61,Cyprus,Asia,Cyprus,Cyprus,Republic of Cyprus,48.550966031325224,54.910448957310351,6.3594829259851267,13.09857134847115,1159500.5557162852,1307046.7475354322,147546.19181914697,12.724978103007448,0.37359324546370232,16.088471470813325,16.088492384347834,1.0519826956983368e-05,8.1688408063472865e-06
ARE,7,United Arab Emirates,Asia,United Arab Emirates,United Arab Emirates,United Arab Emirates,36.206795488426003,47.023360183520708,10.816564695094712,29.874404926424315,8457603.7282980755,11211982.405378381,2754378.6770803053,32.566892060271179,-2.6924871338468641,16.016678083487221,16.021654786724262,9.008806547022084e-06,1.3894021903061827e-05
UKR,254,Ukraine,Europe,Ukraine,Ukraine,Ukraine,51.790352921229491,45.354048709585378,-6.4363042116441136,-12.427612187608389,45573452.954134248,38030390.028934851,-7543062.9251994044,-16.551440446680324,4.1238282590719351,18.549144480888778,13.729660047893818,8.6889973271637818e-06,-8.267518774413373e-06
JAM,118,Jamaica,North America,Jamaica,Jamaica,Jamaica,18.992251952179444,19.177272941714307,0.1850209895348626,0.97419194943667919,2447375.44033264,2482455.5185850221,35080.078252382111,1.4333754304412785,-0.45918348100459921,18.690305927189758,18.458553125104675,3.6740109885190719e-06,2.3766193367191298e-07
SLE,220,Sierra Leone,Africa,Sierra Leone,Sierra Leone,Republic of Sierra Leone,13.904226417333041,14.487388141973438,0.58316172464039795,4.1941328279394758,6860999.6049438734,8612300.7565637454,1751301.1516198721,25.525451865030369,-21.331319037090893,40.38700852564773,37.858242475436533,2.7755157571321103e-06,7.4907902865458272e-07
ISR,115,Israel,Asia,Israel,Israel,State of Israel,11.72629798864773,14.342301300478084,2.6160033118303545,22.308859235565365,7241325.3929982465,8584355.6708792523,1343030.2778810058,18.546746693355381,3.7621125422099841,43.560113291366264,26.939413932647525,2.7477198003470364e-06,3.360291214227787e-06
HRV,104,Croatia,Europe,Croatia,Croatia,Republic of Croatia,12.070923604117979,11.333014030934351,-0.73790957318362871,-6.1131160910660709,4141774.1562668025,3802629.410049919,-339144.74621688295,-8.188393027266649,2.0752769362005781,11.110809855697109,13.832727746596726,2.1711959885664291e-06,-9.4785470815348998e-07
GUY,100,Guyana,South America,Guyana,Guyana,Co-operative Republic of Guyana,10.595816520424703,11.168233802600298,0.57241728217559285,5.402295151791181,750053.31449437875,826410.60485978262,76357.290365403867,10.180248375660785,-4.7779532238696039,39.944069975743936,28.930459642225799,2.1396271429109494e-06,7.3527764872016699e-07
COM,53,Comoros,Africa,Comoros,Comoros,Union of the Comoros,8.35834000745308,10.111688895609404,1.7533488881563244,20.977238142895288,628544.56439530419,764733.08359425771,136188.51919895352,21.667281353387356,-0.69004321049206752,31.608033155294969,36.572678486345694,1.9372126698027928e-06,2.2522000785333223e-06
ISL,114,Iceland,Europe,Iceland,Iceland,Iceland,3.5185480066525088,4.4481500091875432,0.92960200253503444,26.420046018341615,327633.49694586371,394113.31166986522,66479.81472400151,20.290909001586691,6.1291370167549246,14.096444494533102,17.639450532158765,8.5218331417643898e-07,1.1940861954266534e-06
KOR,129,"Korea, South",Asia,"Korea, South","Korea, South",Republic of Korea,3.5968486948244487,3.6615113692957864,0.064662674471337597,1.7977590929632823,50639570.110634744,51561334.518957369,921764.40832262475,1.8202453265476013,-0.022486233584319001,10.940136707877077,10.398179102457028,7.014778924128764e-07,8.3060069508275212e-08
SWE,232,Sweden,Europe,Sweden,Sweden,Kingdom of Sweden,0.87225494139605586,0.94522883034918781,0.072973888953131893,8.3661192949318526,9722699.6403952632,10605663.214268154,882963.57387288846,9.0814650923124969,-0.71534579738064252,16.029741299039642,16.860259285426402,1.8108837058964571e-07,9.3735935580935286e-08
CUB,57,Cuba,North America,Cuba,Cuba,Republic of Cuba,0.51283900009002537,0.60408999817445874,0.091250998084433294,17.793303174761455,11214379.263900178,10898580.639597246,-315798.62430293113,-2.8160151968420366,20.609318371603493,16.85626323486926,15.162310218242821,1.1573247656707894e-07,1.1721312651477363e-07
PRT,190,Madeira Islands,Europe,Madeira Islands,Portugal,Portuguese Republic,0,0,0,0,8658.3746897366054,8690.4409064029151,32.066216666309629,0.37034914536928071,-0.37034914536928071,0,12.466092317057786,0,0
QAT,195,Qatar,Asia,Qatar,Qatar,State of Qatar,0,0,0,0,2326912.2190229818,3084396.802936546,757484.58391356422,32.55320839870852,-32.55320839870852,0,15.018347181037296,0,0
PRT,190,Azores,Europe,Madeira Islands,Portugal,Portuguese Republic,0,0,0,0,15564.037133952408,15621.659305096377,57.622171143968451,0.37022637923593532,-0.37022637923593532,0,14.123233758675909,0,0
QX4,206,No Man's Land,Unassigned,No Man's Land,,,0,0,0,0,5999.6076324196674,7115.2122119184569,1115.6045794987897,18.594625646358502,-18.594625646358502,0,22.307107042172021,0,0
QX2,196,DMZ - North Korea,Europe,Vorukh NW-Ak Sai,,,0,0,0,0,8.3041647054633358,9.1570395687012915,0.85287486323795747,10.270447341643504,-10.270447341643504,0,18.777249341468018,0,0
QX2,196,Germany-Luxembourg Condominium,Europe,Vorukh NW-Ak Sai,,,0,0,0,0,26326.87417364525,29541.388639507561,3214.5144658623103,12.210011886182174,-12.210011886182174,0,27.956675460901199,0,0
PYF,194,French Polynesia,Oceania,French Polynesia,French Polynesia,French Polynesia,0,0,0,0,276301.27558077895,281268.25983458915,4966.9842538101948,1.7976696790015565,-1.7976696790015565,0,18.76858517040823,0,0
QX2,196,DMZ - South Korea,Europe,Vorukh NW-Ak Sai,,,0,0,0,0,0.0013472319981246001,0.0019938246500713999,0.00064659265194669995,47.994157861957774,-47.994157861957774,0,5.9737843290983932,0,0
PRI,188,Puerto Rico,North America,Puerto Rico,Puerto Rico,Commonwealth of Puerto Rico,0,0,0,0,3381643.487357737,3091781.0889206845,-289862.39843705203,-8.5716427388251208,8.5716427388251208,0,11.382276997285595,0,0
PRY,193,Paraguay,South America,Paraguay,Paraguay,Republic of Paraguay,0,0,0,0,5974435.8615908753,6812219.7543428512,837783.89275197592,14.022811729187945,-14.022811729187945,0,28.433902439424607,0,0
XAA,267,Abu Musa and Tunb Islands,Asia,Abu Musa and Tunb Islands,,,0,0,0,0,5405.4382809152266,6056.2888451946501,650.85056427942345,12.040662208231227,-12.040662208231227,0,22.239268004716845,0,0
SDN,213,Hala'ib Triangle,Africa,Hala'ib Triangle,,,0,0,0,0,181.76413914659787,230.71969996458785,48.955560817989976,26.933564039552348,-26.933564039552348,0,35.019734501041206,0,0
TKL,243,Tokelau,Oceania,Tokelau,Tokelau,Tokelau,0,0,0,0,1713.9999781454446,2559.9999723110272,845.99999416558262,49.35822666001188,-49.35822666001188,0,25.811233454868677,0,0
TTO,247,Trinidad and Tobago,North America,Trinidad and Tobago,Trinidad and Tobago,Republic of Trinidad and Tobago,0,0,0,0,1419623.2078793731,1503847.8052814545,84224.597402081126,5.9328839465716721,-5.9328839465716721,0,17.630078717944979,0,0
TUN,248,Tunisia,Africa,Tunisia,Tunisia,Republic of Tunisia,0,0,0,0,10482389.231851481,11384326.868701013,901937.63684953377,8.6043135481835833,-8.6043135481835833,0,23.815613816589806,0,0
XQZ,301,Akrotiri,Asia,Akrotiri,Akrotiri�,Akrotiri,0,0,0,0,12595.630868205782,14191.157437723714,1595.5265695179314,12.66730175100162,-12.66730175100162,0,16.088492300463678,0,0
TUV,250,Tuvalu,Oceania,Tuvalu,Tuvalu,Tuvalu,0,0,0,0,10939.339050822304,9533.7923710277846,-1405.546679794521,-12.84855212243254,12.84855212243254,0,32.992264334300906,0,0
XQT,298,Corisco Bay Islands,Africa,Corisco Bay Islands,,,0,0,0,0,22.57008990412578,28.764899607980624,6.194809703854844,27.446987274616223,-27.446987274616223,0,35.735722315091465,0,0
XQR,297,Congo River Islands,Africa,Congo River Islands,,,0,0,0,0,64937.077917193674,87502.560546351786,22565.482629158112,34.749766008771012,-34.749766008771012,0,47.174444083655949,0,0
URY,255,Uruguay,South America,Uruguay,Uruguay,Oriental Republic of Uruguay,0,0,0,0,3361933.4292615177,3385633.3153784429,23699.886116925161,0.70494810844993672,-0.70494810844993672,0,18.095647814078596,0,0
XQN,286,Abyei,Africa,Abyei,,,0,0,0,0,81222.343807662517,118169.04504196432,36946.701234301814,45.488346558667345,-45.488346558667345,0,47.336409233624238,0,0
VCT,259,Saint Vincent and the Grenadines,North America,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,0,0,0,0,106786.7251752369,99837.001578514901,-6949.723596722004,-6.508040756299545,6.508040756299545,0,21.082703239064859,0,0
XPR,285,Paracel Islands,Asia,Paracel Islands,Paracel Islands,(no long-form name),0,0,0,0,1552.8945389051803,1581.0746511114994,28.180112206318881,1.8146829356606784,-1.8146829356606784,0,7.6532735082265058,0,0
VGB,261,"Virgin Islands, British",North America,"Virgin Islands, British","Virgin Islands, British",British Virgin Islands,0,0,0,0,33466.999900898329,39614.999958621775,6148.0000577234459,18.37033518369963,-18.37033518369963,0,14.244604196190645,0,0
VIR,262,"Virgin Islands, U.S.",North America,"Virgin Islands, U.S.","Virgin Islands, U.S.",United States Virgin Islands,0,0,0,0,101416.00021879796,84506.999900057708,-16909.000318740262,-16.672911850457787,16.672911850457787,0,16.472008219720792,0,0
XGZ,274,Gaza Strip,Asia,Gaza Strip,,,0,0,0,0,1757737.0241156125,2267835.442701071,510098.41858545854,29.020178308078215,-29.020178308078215,0,40.754082670674521,0,0
VUT,264,Vanuatu,Oceania,Vanuatu,Vanuatu,Republic of Vanuatu,0,0,0,0,261811.45337508892,329896.58589645155,68085.132521362626,26.005406426516881,-26.005406426516881,0,38.127993804363349,0,0
WLF,265,Wallis and Futuna,Oceania,Wallis and Futuna,Wallis and Futuna,Territory of the Wallis and Futuna Islands,0,0,0,0,12229.000004980531,11234.999993314879,-994.00001166565198,-8.1282198974635982,8.1282198974635982,0,19.919893222901457,0,0
TON,246,Tonga,Oceania,Tonga,Tonga,Kingdom of Tonga,0,0,0,0,105673.59471789389,103008.7035118114,-2664.8912060825096,-2.5218137162804957,2.5218137162804957,0,35.197548619227561,0,0
TGO,240,Togo,Africa,Togo,Togo,Togolese Republic,0,0,0,0,7290691.6362401256,9335759.4165073875,2045067.7802672619,28.050394699204716,-28.050394699204716,0,39.312865181092697,0,0
SEN,215,Senegal,Africa,Senegal,Senegal,Republic of Senegal,0,0,0,0,14360963.919088194,18699951.605751339,4338987.6866631452,30.213763582372653,-30.213763582372653,0,37.956422304961784,0,0
TCA,238,Turks and Caicos Islands,North America,Turks and Caicos Islands,Turks and Caicos Islands,Turks and Caicos Islands,0,0,0,0,35665.999966244999,46698.999997103419,11033.00003085842,30.934223185387395,-30.934223185387395,0,16.01319087525123,0,0
SGP,216,Singapore,Asia,Singapore,Singapore,Republic of Singapore,0,0,0,0,5491590.9997622781,5852312.9995656693,360721.99980339129,6.5686246448252676,-6.5686246448252676,0,11.66684010958487,0,0
SHN,218,"Saint Helena, Ascension, and Tristan da Cunha",Africa,"Saint Helena, Ascension, and Tristan da Cunha","Saint Helena, Ascension, and Tristan da Cunha","Saint Helena, Ascension, and Tristan da Cunha",0,0,0,0,4670.655766635934,4442.9661494386228,-227.68961719731124,-4.8748961296564568,4.8748961296564568,0,13.607779299771185,0,0
SLB,219,Solomon Islands,Oceania,Solomon Islands,Solomon Islands,Solomon Islands,0,0,0,0,621395.52549040294,820574.90779480792,199179.38230440495,32.053559147728556,-32.053559147728556,0,36.750453136734961,0,0
XZZ,318,Sapodilla Cayes,North America,Sapodilla Cayes,,,0,0,0,0,8.347281531583576,9.7267346093503875,1.3794530777668117,16.525776356618383,-16.525776356618383,0,33.475572476948997,0,0
SMR,222,San Marino,Europe,San Marino,San Marino,Republic of San Marino,0,0,0,0,30259.655859272927,30065.206707865,-194.44915140792727,-0.64260199227724946,0.64260199227724946,0,12.068432045562034,0,0
SPM,224,Saint Pierre and Miquelon,North America,Saint Pierre and Miquelon,Saint Pierre and Miquelon,Territorial Collectivity of Saint Pierre and Miquelon,0,0,0,0,5952.9999988423724,5601.9999985669065,-351.00000027546594,-5.8961868023470823,5.8961868023470823,0,13.334523388639919,0,0
XXZ,317,Parsley Island,North America,Parsley Island,,,0,0,0,0,4.6143047315999866,5.806160039966926,1.1918553083669394,25.829575151480505,-25.829575151480505,0,25.279940632173879,0,0
STP,228,Sao Tome and Principe,Africa,Sao Tome and Principe,Sao Tome and Principe,Democratic Republic of Sao Tome and Principe,0,0,0,0,195885.04840366085,234700.28066765243,38815.23226399158,19.815311367718543,-19.815311367718543,0,37.611465315737149,0,0
WSM,266,Samoa,Oceania,Samoa,Samoa,Independent State of Samoa,0,0,0,0,198127.69250853639,215660.30436282183,17532.611854285467,8.8491475534294981,-8.8491475534294981,0,38.30429323182468,0,0
SUR,229,Suriname,South America,Suriname,Suriname,Republic of Suriname,0,0,0,0,578089.57314306381,636619.2600990776,58529.686956013786,10.124674388743738,-10.124674388743738,0,25.488253884562535,0,0
XXD,310,Dhekelia,Asia,Dhekelia,Dhekelia,Dhekelia,0,0,0,0,12917.410696170969,14550.485989212231,1633.0752930412636,12.642435325876464,-12.642435325876464,0,16.088491701101852,0,0
XWB,307,West Bank,Asia,Mt. Scopus South,,,0,0,0,0,1012296.379437839,1211634.422809555,199338.04337171593,19.691668114274481,-19.691668114274481,0,34.804772782108358,0,0
SXM,234,Sint Maarten,North America,Sint Maarten,Sint Maarten,Country of Sint Maarten,0,0,0,0,36907.639281611948,43452.884316962678,6545.2450353507302,17.734119989114799,-17.734119989114799,0,14.988956956582159,0,0
XSV,305,Svalbard,Europe,Svalbard,Svalbard,Svalbard,0,0,0,0,7.1223330381035339,7.7259759725420736,0.60364293443853967,8.4753539494591212,-8.4753539494591212,0,12.44272563685138,0,0
SYC,235,Seychelles,Africa,Seychelles,Seychelles,Republic of Seychelles,0,0,0,0,105806.01237825891,131473.71167550655,25667.699297247644,24.259206750449145,-24.259206750449145,0,19.857105375779568,0,0
XXX,315,Koalou / Kourou,Africa,Koalou / Kourou,,,0,0,0,0,619.91356675769202,838.91791821461811,219.00435145692609,35.328207543896063,-35.328207543896063,0,41.611534320933544,0,0
ABW,1,Aruba,North America,Aruba,Aruba,Country of Aruba,0,0,0,0,103783.99894581076,108121.99892532975,4337.9999795189942,4.1798350647328739,-4.1798350647328739,0,16.68208143565742,0,0
PLW,185,Palau,Oceania,Palau,Palau,Republic of Palau,0,0,0,0,17392.099562131665,17329.383334553771,-62.716227577893733,-0.36060182011864539,0.36060182011864539,0,18.007552977778357,0,0
ESP,72,Canary Islands,Europe,Canary Islands,Spain,Kingdom of Spain,0,0,0,0,60137.546691528005,64137.506231000953,3999.9595394729481,6.6513513761884973,-6.6513513761884973,0,11.41050444929804,0,0
COG,50,Congo (Brazzaville),Africa,Congo (Brazzaville),Congo (Brazzaville),Republic of the Congo,0,0,0,0,4709168.1360931899,5996288.7863459522,1287120.6502527625,27.332229664676628,-27.332229664676628,0,39.796484314257803,0,0
COK,51,Cook Islands,Oceania,Cook Islands,Cook Islands,Cook Islands,0,0,0,0,17493.999996066101,13490.99999613928,-4002.9999999268198,-22.882131021075686,22.882131021075686,0,23.941887118883923,0,0
CUW,58,Curacao,North America,Curacao,Cura�ao,Country of Cura�ao,0,0,0,0,165907.99974295718,185502.9998104453,19595.000067488116,11.810762650292229,-11.810762650292229,0,14.781971188179419,0,0
CXR,59,Christmas Island,Oceania,Christmas Island,Christmas Island,Territory of Christmas Island,0,0,0,0,2079.9982061688752,1243.372923270108,-836.62528289876718,-40.222404058690877,40.222404058690877,0,17.31334666422806,0,0
CYM,60,Cayman Islands,North America,Cayman Islands,Cayman Islands,Cayman Islands,0,0,0,0,60910.999966726798,75159.000033681295,14248.000066954495,23.391505762075159,-23.391505762075159,0,16.125813263926975,0,0
CZE,62,Czechia,Europe,Czechia,Czechia,Czech Republic,0,0,0,0,9433327.0786814019,9615616.4058718495,182289.3271904476,1.9323969758496715,-1.9323969758496715,0,15.264619860885569,0,0
DMA,65,Dominica,North America,Dominica,Dominica,Commonwealth of Dominica,0,0,0,0,67762.614798688417,63695.626446642877,-4066.988352045541,-6.0018173208455634,6.0018173208455634,0,17.736197564416678,0,0
DNK,66,Denmark,Europe,Denmark,Denmark,Kingdom of Denmark,0,0,0,0,5659971.6811745828,5990917.2294284487,330945.54825386591,5.8471237471843072,-5.8471237471843072,0,15.628977206968392,0,0
ESP,72,Spain (Plazas de Soberania),Europe,Canary Islands,Spain,Kingdom of Spain,0,0,0,0,7356.8741758965589,7508.2500396024043,151.3758637058454,2.057611155044631,-2.057611155044631,0,18.000156226160104,0,0
CCK,43,Cocos (Keeling) Islands,Oceania,Cocos (Keeling) Islands,Cocos (Keeling) Islands,Territory of Cocos (Keeling) Islands,0,0,0,0,588.22638248098622,614.85680394271856,26.63042146173234,4.5272402351985868,-4.5272402351985868,0,20.745652716945475,0,0
EST,75,Estonia,Europe,Estonia,Estonia,Republic of Estonia,0,0,0,0,1313890.0204356662,1354600.679624429,40710.659188762773,3.0984830203112228,-3.0984830203112228,0,15.461134198862558,0,0
FIN,77,Finland,Europe,Finland,Finland,Republic of Finland,0,0,0,0,5501280.11027731,5653445.5450903485,152165.43481303845,2.7660004901180724,-2.7660004901180724,0,14.49226829360564,0,0
FJI,78,Fiji,Oceania,Fiji,Fiji,Republic of Fiji,0,0,0,0,915140.83262156136,928621.27241821925,13480.439796657884,1.4730453845055842,-1.4730453845055842,0,26.952372664923669,0,0
FLK,79,Falkland Islands (Islas Malvinas),South America,Falkland Islands (Islas Malvinas),Falkland Islands (Islas Malvinas),Falkland Islands (Islas Malvinas),0,0,0,0,3372.8289841275923,3470.8240133522872,97.995029224694918,2.9054253769122562,-2.9054253769122562,0,16.220088336000067,0,0
FRO,81,Faroe Islands,Europe,Faroe Islands,Faroe Islands,Faroe Islands,0,0,0,0,48586.817219007098,55710.770829758381,7123.9536107512831,14.662317925950502,-14.662317925950502,0,19.922097613416796,0,0
FSM,82,"Micronesia, Federated States of",Oceania,"Micronesia, Federated States of","Micronesia, Federated States of",Federated States of Micronesia,0,0,0,0,73077.379585752831,76363.42828022984,3286.0486944770091,4.4966701229632724,-4.4966701229632724,0,31.518106582695456,0,0
GAB,83,Gabon,Africa,Gabon,Gabon,Gabonese Republic,0,0,0,0,1710417.0631964796,2202408.5100484206,491991.44685194106,28.764414097488739,-28.764414097488739,0,36.195021720442021,0,0
GBR,84,United Kingdom,Europe,United Kingdom,United Kingdom,United Kingdom of Great Britain and Northern Ireland,0,0,0,0,65111910.51487869,69343779.037237555,4231868.5223588645,6.4993769786433191,-6.4993769786433191,0,17.081442158141872,0,0
